,0,1,2,3,4,5,6,7,8,9,10
0,Temperature 4C,,,,,,30,,,,
1,Time,Omin,30min,60 min,120 min,180min,Omin,30min,60 min,120min,180 min
2,Apple,1.390.28abc,1.11+0.04c,1.19+0.20c,1.17+0.10bc,1.48+0.01a,1.390.28abc,1.310.05abc,1.23.12abc,1.350.14abc,1.400.01ab
3,Banana,5.37+0.43h,6.280.29g,6.810.22f,7.460.18e,8.72+0.32c,5.370.43h,7.980.33d,9.100.32bc,9.37+0.33ab,10.790.19a
4,Grape,6.770.19ab,5.321.01b,6.06+0.31b,6.48+0.54b,6.381.25b,6.770.19ab,5.650.14b,5.450.03b,6.601.28ab,7.971.42a
5,Guava,1.140.17c,1.180.09bc,1.180.14bc,1.170.10,1.130.02,1.140.17c,1.380.16ab,1.200.06bc,1.450.07c,1.400.16a
6,Lemon,4.320.72a,5.370.91a,5.740.07a,5.750.78a,0.550.72a,4.320.72a,5.211.23a,5.71+0.96a,5.790.13a,5.570.61a
7,Papaya,4.510.37g,5.300.18f,6.200.16e,7.480.43cd,7.640.20abc,4.510.37e,5.570.26bcd,7.070.32bcd,8.710.36ab,10.460.43
8,Pineapple,5.740.39e,7.791.34d,7.660.58d,8.150.45cd,9.670.51abc,5.740.39e,8.381.09bcd,9.140.31bcd,9.920.34ab,11.291.65a
9,Star fruit,3.910.37d,5.160.30d,5.560.15d,8.160.36c,12.120.63d,3.910.37d,5.450.10d,5.610.08d,8.901.08c,14.822.18a
10,Valencia,3.230.06e,4.560.60e,7.630.91,8.761.12cd,8.87+0.64cd,3.230.06e,10.242.34bcd,11.210.06bc,12.862.42ab,14.520.90
11,Watermelon,3.150.07d,3.49+0.44d,4.800.26c,4.770.16c,5.750.57b,3.150.07d,4.870.26c,5.080.14c,5.780.03b,6.580.12a
12,Alfalfa sprout,7.361.59d,7.500.55cd,7.750.01cd 10.811.70bc,7.750.01cd 10.811.70bc,12.462.02b,7.361.59d,8.201.85cd,10.070.91bcd,13.081.57b,17.100.69a
13,Carrot,2.040.09d,2.710.40cd,4.591.35ab,4.980.61a,4.730.65ab,2.040.09d,3.430.08bc,4.09-0.51ab,4.560.66ab,5.300.72a
14,Spinach,7.260.92b,7.270.87b,7.55+0.59b,7.461.10b,8.351.91ab,7.260.92b,7.040.41b,7.65 1.39ab,8.490.29ab,9.711.05a
15,Pea shoot,6.680.99c,9.090.59bc,12.263.29b,17.681.80a,19.133.63a,6.680.99c,9.400.63bc,17.791.99a,18.401.24a,19.443.09a
16,Tomato,10.920.91e,14.93 0.63d,17.350.34c,18.411.97bc,20.150.28bc,10.920.91e,16.65 0.86cd,20.580.36b,23.021.73a,24.08  1.57a
