,0,1,2
0,Varieties,Total phenols (mg GAE/kg),Total condensed tannins (mg CE/kg)
1,Super Aguadulce Anasac,1067.26  55.62,402.06  10.78
2,Super Aguadulce Agrical,1185.97  87.25,309.28  34.14
3,Portuguesa INIA,1144.26  64.37,309.28  16.56
4,Luz de Otonio,817.02  71.05,958.77  26.89
5,Reina Mora,1326.06  54.61,371.14  33.91
6,Alarga,1337.82  84.22,502.58  42.11
7,Retaca,940.01  42.84,448.46  17.22
8,Verde Bonita,1015.93  63.23,340.21  25.72
9,HBP/SO A/2005,1103.63  44.11,402.06  11.28
10,HBP/SO B/2005,1112.18  69.44,487.12  16.23
11,Mean,1096.02  63.67,453.09  23.48
