,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food group,Product group,Samples (n),Fe,,,,,Te,,,,
1,,,,Mean,Mina,Maxb,P95c,>LOQ%,Mean,Mina,Maxb,P95c,>LOQ(%)
2,Cereals and cereal products,Pastries,18,15.5,3.30,56.5,35.2,100,0.0005,0.000,0.003,0.003,17
3,,Bread and rusk,14,13.8,8.90,23.5,21.0,100,0.0013,0.000,0.003,0.002,50
4,,Breakfast cereals,6,15.5,6.48,25.8,10.03,100,0.0013,0.000,0.003,0.003,50
5,,Pasta,4,7.60,0.312,10.6,10.03,100,0.000,0.000,0.000,0.000,0
6,,Rice and semolina,5,15.7,7.69,34.8,9.60,100,0.000,0.000,0.000,0.000,0
7,,Viennese bread and buns,6,11.7,7.69,35.5,31.3,100,0.000,0.000,0.000,0.000,0
8,,Biscuits,24,11.7,6.69,56.5,24.2,100,0.001,0.000,0.006,0.004,33
9,,Total,77,8.89,0.312,56.5,28.7,100,0.001,0.000,0.006,0.003,22
10,Cooked dishes and snacks,Cooked dishes,68,10.5,1.78,26.5,13.6,100,0.0001,0.000,0.010,0.005,18
11,,Sandwiches,30,9.53,1.77,48.0,16.5,100,0.0001,0.000,0.002,0.000,3
12,,Desserts,28,9.53,1.77,48.0,9.68,100,0.0004,0.000,0.004,0.003,14
13,,"Pizzas, quiches and salted cakes",4,7.51,6.19,10.1,9.68,100,0.001,0.000,0.010,0.004,13
14,,Total,130,9.37,1.53,48.0,18.8,100,0.001,0.000,0.010,0.004,13
15,Dairy products,Ultra fresh dairy products,38,0.397,0.000,1.00,0.865,97,0.0003,0.000,0.002,0.002,16
16,,Ultra fresh dairy products,16,0.592,0.136,3.14,1.10,100,0.0002,0.000,0.003,0.002,50
17,,Cheese,145,1.15,0.311,2.11,1.71,100,0.005,0.000,0.032,0.016,50
18,,Total,145,0.603,0.000,3.14,1.38,99,0.0003,0.000,0.032,0.004,16
19,Drinks,Alcoholic drinks,10,1.07,0.000,2.36,2.98,90,0.0003,0.000,0.003,0.001,10
20,,Coffee,30,0.648,0.000,12.4,1.66,87,0.0004,0.000,0.002,0.000,3
21,,Hot drinks,31,4.57,0.000,12.4,11.4,13,0.0004,0.000,0.005,0.003,10
22,,Water,26,0.036,0.000,4.91,4.40,13,0.0001,0.000,0.002,0.000,4
23,,Soft drinks,143,1.42,0.000,12.4,9.28,59,0.000,0.000,0.005,0.000,6
24,,Eggs and egg products,143,1.42,3.17,12.4,9.28,100,0.000,0.000,0.005,0.002,6
25,Eggs and egg products,Eggs and egg products,30,29.0,3.17,28.0,24.1,100,0.001,0.000,0.006,0.003,10
26,Tofu,Tofu,2,29.0,20.4,37.6,36.7,100,0.001,0.000,0.003,0.003,50
27,Fat and oil,Butter,6,0.844,0.228,2.95,2.54,100,0.023,0.000,0.135,0.102,33
28,,Margarine,10,0.894,0.000,2.95,2.54,100,0.000,0.000,0.003,0.000,40
29,,Oil,10,0.164,0.000,2.95,0.427,60,0.001,0.000,0.003,0.003,40
30,,Total,20,4.72,0.000,2.95,2.54,80,0.0004,0.000,0.135,0.009,30
31,Fish and fish products,Fish,46,4.72,0.648,74.6,10.6,100,0.002,0.000,0.005,0.002,15
32,,Shellfish,83,27.4,3.15,74.6,66.8,100,0.002,0.000,0.009,0.008,22
33,,Total,83,14.5,0.648,74.6,46.4,100,0.001,0.000,0.009,0.006,22
34,Fruits and vegetables,Nuts and oilseeds,4,14.7,6.17,27.7,25.5,100,0.000,0.000,0.000,0.000,0
35,,Fruits,75,1.27,1.51,2.91,6.35,100,0.0001,0.000,0.003,0.001,3
36,,Potato-based products,48,5.01,1.51,10.2,6.35,100,0.0001,0.000,0.003,0.001,6
37,,Vegetables,269,5.01,0.124,157,12.9,100,0.0003,0.000,0.004,0.003,13
38,,Compotes and stewed fruits,269,1.27,0.870,1.77,1.69,100,0.001,0.000,0.004,0.003,13
39,,Dried vegetables,422,14.7,0.194,37.5,30.3,100,0.002,0.000,0.012,0.009,22
40,Ice cream,Total,422,45.5,0.124,157,70.8,100,0.000,0.000,0.014,0.002,8
41,Ice cream,Ice cream,79,15.8,17.3,73.6,70.8,100,0.002,0.000,0.000,0.000,0
42,Meats and offal,Delicatessen,79,15.8,1.56,54.2,41.1,100,0.002,0.000,0.016,0.010,47
43,,Meat,80,60.8,6.13,98.9,26.0,100,0.002,0.000,0.006,0.003,28
44,,Offal,38,60.8,6.13,98.9,95.2,100,0.002,0.000,0.006,0.005,56
45,,Poultry,38,9.07,0.936,36.4,32.38,100,0.001,0.000,0.004,0.003,29
46,,Total,213,16.8,0.732,98.9,2.56,100,0.0001,0.000,0.001,0.001,9
47,"Salt, spices, soup and sauces",Soups,22,1.80,0.732,2.95,2.56,100,0.0001,0.000,0.001,0.001,9
48,,Condiments and sauces,34,3.93,0.732,17.3,17.1,100,0.000,0.000,0.003,0.003,15
49,,Total,34,3.93,0.732,17.3,12.5,100,0.000,0.000,0.003,0.002,15
50,"Sweeteners, honey and confectionery",Sugar and sugar-based products,10,70.3,16.8,257,231,100,0.002,0.000,0.008,0.007,70
51,,Sugar and sugar-based products,8,40.3,0.503,08.07,7.27,100,0.001,0.000,0.008,0.000,0
52,,Total,18,40.3,0.503,257,208,100,0.001,0.000,0.008,0.005,39
