,0,1,2,3,4,5,6,7,8,9,10,11
0,,Ala,Asa,Cda,Crd,Cuc,Fec,Hgb,Mnd,Nid,Pba,Znc
1,EDI (g day-1) EWI (g week-1),EWI (%,EWI (%,EWI (%,% PDE,EDI (%,EDI (%,EWI (%,% PDE,% PDE,EWI (%,EDI (%
2,"(Contribution, %)",PTWI),PTWI),PTWI),,PMDI),PMDI),TWI),,,PTWI),PMDI)
3,Hake (Merluccius merluccius),0.0057,0.020,0.054,1.96,0.00051,0.0043,0.36,0.57,0.57,0.029,0.0074
4,,(0.29),(135,(0.78),,(0.10),(0.54),(27.8),,,(0.12),(0.74)
5,Atlantic mackerel (Scomber,0.014,0.024,0.15,0.84,0.0012,0.012,0.42,0.62,0.27,0.041,0.0086
6,scombrus),(0.70),(157),(2.19),,(0.23),(1.50),(32.1),,,(0.17),(0.86)
7,Cod (Gadus morhua),0.95,0.0093,0.022,1.34,0.00053,0.010,0.35,1.83,1.11,0.055,0.0073
8,Chub mackerel (Scomber japonicus),0.015,0.025,(0.19),0.69,0.00096,0.0099,1.15,0.97,0.34,0.045,0.012
9,,(0.74),(167),(0.19),,(0.19),(1.24),(88.3),,,(0.18),(1.22)
10,Sardine (Sardina pilchardus),0.003,0.051,0.081,0.30,0.0014,0.021,0.36,3.72,0.39,0.19,0.022
11,,(0.15),(339),(1.15),,(0.29),(2.65),(27.3),,,(0.77),(2.19)
12,Canned sardine (Sardina pilchardus),0.018,0.048,0.13,2.35,0.0019,0.039,(71.1),10.2,2.56,0.88,0.039
13,,(0.90),(317),(1.79),0.73,(0.38),(4.99),1.95,,,(3.52),(3.94)
14,European sea bass (Dicentrarchus,0.011,0.041,0.073,0.73,0.00099,0.0079,1.95,5.28,0.59,0.033,0.012
15,labrax),(0.57),(275),(1.05),,(0.20),(0.98),(150),,,(0.13),(1.16)
16,Gilthead sea bream (Sparus aurata),0.0065,0.049,0.034,0.75,0.00094,0.0084,1.06,1.69,0.67,0.056,0.010
17,,(0.32),(327),(0.48),,(0.19),(1.06),(81.8),,,(0.22),(1.05)
18,Bluefin tuna (Thunnus thynnus),0.018,0.017,1.84,2.30,0.0017,0.034,1.31,5.22,0.99,0.044,0.014
19,,(0.89),(111,(26.3),,(0.34),(4.02,(101),,,(0.18),(1.39)
20,Salmon-bass (Argyrosomus regius),0.0019,0.017,0.011,0.43,0.00062,0.0053,1.21,1.11,0.31,0.021,0.011
21,,(0.098),(111),(0.15),,(0.12),(0.66),(93.2),,,(0.083),(1.16)
22,Rainbow trout (Oncorhynchus mykiss),0.018,0.078,0.017,2.44,0.00084,0.0094,0.25,0.78,0.086,0.29,0.0094
23,,(0.89),(52.0),(0.25),,(0.17),1.17,(19.0,2.93,0.41,(1.15),(0.94)
24,Carp (Cyprinus carpio),0.0083,0.013,0.0092,0.97,0.00079,0.016,1.64,2.93,0.41,0.054,0.025
25,,(0.42),(84.0),(0.13),,(0.16,(1.98,(126),,,(0.21),(2.46)
