,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Sample,Fatty acids (mol%),Fatty acids (mol%),,,,,,,,,,,,,,Triacylglyceridesa
1,,C14:0,C15:0,C16:0,C18:0,C18:1,C18:2,C18:3,C20:0,C22:0,C23:0,C24:0,C26:0,SFAs,MUFAs,PUFAs,(mg/kg)
2,,,,,,(w-9,(-6,w-3,,,,,,,,,
3,PJ04,0.0,1.3,47.6,16.0,8.5,10.1,5.3,1.9,0.0,0.0,6.2,3.2,76.2,16.3,15.4,0.6
4,PJ05,0.0,0.0,21.8,5.3,16.3,10.7,44.7,0.4,0.3,0.0,0.5,0.0,28.3,16.3,55.4,1.5
5,PJ07,3.1,1.6,28.8,9.3,10.0,17.0,19.9,1.7,0.0,0.0,5.2,3.4,14.4,10.0,36.9,2.7
6,18C04,0.0,0.0,11.1,2.9,19.4,9.1,57.1,0.0,0.1,0.0,0.3,0.0,14.4,19.4,66.2,4.8
7,18CO5,0.0,0.0,42.0,13.2,12.0,7.3,25.6,0.0,0.0,0.0,trb,0.0,55.2,12.0,32.9,0.4c
8,18C07,0.0,0.0,38.9,10.8,19.3,13.3,14.1,1.6,0.8,0.0,1.2,0.0,53.3,19.3,27.4,1.4
9,GCa07,0.0,0.0,57.2,30.4,12.3,tr,5.5,0.0,0.0,0.0,tr,0.0,87.6,12.3,0.0,0.2c
10,FF04,0.0,0.0,61.0,14.6,10.6,5.8,5.5,2.4,0.0,0.0,0.0,0.0,78.0,10.6,11.3,2.2
11,FF05,0.2,0.1,33.4,8.2,9.6,41.0,3.2,3.2,0.6,0.1,0.3,0.0,46.1,9.6,44.2,n.d.d
12,FF07,3.1,0.0,40.4,10.5,12.7,15.8,15.5,1.6,0.0,0.0,0.4,0.0,56.0,12.7,31.3,0.8
13,CM07,1.9,0.0,32.0,13.4,9.5,26.8,9.7,1.5,1.6,0.4,2.7,0.0,54.2,9.5,36.5,2.2
14,CD07,2.0,2.3,52.9,26.0,8.7,3.7,2.4,1.5,0.0,0.0,2.7,0.0,92.8,4.8,2.4,1.9
15,IR07,1.8,2.3,52.9,26.0,4.8,tr,2.4,1.2,1.8,0.0,6.8,0.0,92.8,13.8,2.4,1.9
16,LP07,0.0,0.0,43.5,11.7,13.8,9.0,21.3,tr,0.0,0.0,0.7,0.0,55.9,13.8,30.3,0.4c
17,LP09,0.0,0.0,55.5,13.8,11.9,6.7,13.8,0.6,0.8,0.0,0.9,0.0,71.6,11.9,16.4,0.4c
18,S07,0.0,0.0,52.4,13.4,12.2,6.2,13.8,2.0,0.0,0.0,tr,0.0,67.8,12.2,20.0,0.8
19,Average,0.8,0.3,42.1,13.3,12.0,11.4,16.2,1.4,0.4,0.0,1.6,0.5,60.4,12.0,27.6,1.8
20,Median,(156)e,(218),(33),(51),(32),(90),(96),(93),(158),(325),(149),(225),(34),(32),(66),(71)
21,Median,0.0,0.0,42.8,13.3,12.0,9.1,12.5,1.6,0.0,0.0,0.5,0.0,56.0,12.0,28.9,1.5
