,0,1,2
0,Common English name,Korean name,Scientific name
1,Raw fruits,,
2,Apple,Sagwa,Malus pumila
3,Grape,Podo,Vitis vinifera
4,Oriental melon,Chamway,Cucumis melo
5,Peach,Boksoongah,Prunus persica
6,Plum,Jadoo,Prunus domestica
7,Tangerine,Gyul,Citrus unshiu
8,Watermelon,Subak,Citrullus vulgaris
9,Raw vegetables,,
10,Lettuce,Sangchu,Lactuca sativa
11,"Pepper, green",Gochu,Capsicum annuum
12,Sesame leaf,Kaetyip,Sesamum indicum
13,Sweet potato,Goguma,Ipomoea batatas
14,Cooked vegetablesa,,
15,Bamboo shoot,Jooksun,Phyllostachys heterocycla
16,Bracken,Gosari,Pteridium aquilinum
17,Eggplant,Gaji,Solanum melongena
18,Pepper leaf,Gochutip,Capsicum annuum
19,Soybean sprout,Kongnamul,Glycine max
20,Spinach,Sikeumchi,Spinacia oleracea
21,Fermented vegetablesb,,
22,"Kimchi,cubed radish",Gakdugi,Raphanus sativus
23,"Kimchi,Chinese cabbage",Baechukimchi,Brassica rapa
24,"Kimchi,radish leaf",Yulmukimchi,Raphanus sativus
25,"Kimchi, cucumber",Oisobaegi,Cucumis sativus
