,0,1,2,3,4,5,6,7
0,Pesticide,Type of,EU MRL (mg,% of samples,% of samples between LOQ,% of samples,Concentrations (mg kg),Concentrations (mg kg)
1,,pesticides,kg~1,<LOQ,MRL,>MRL,,
2,,,,,,,Range (min-,Mean
3,Acetamiprid,INa,0.6,83.7,16.3,-,0.015-0.190,0.085
4,Azoxystrobin,FUb,1.0,98.5,1.5,,0.0230.070,0.042
5,Carbendazim,FU,0.1,99.5,0.5,-,0.042,0.042
6,Chlorothalonil,FU,5.0,68.0,32.0,-,0.013-0.100,0.062
7,Cymoxanil,FU,0.08,99.0,1.0,-,0.0400.043,0.042
8,Iprodione,FU/NEc,0.01,97.5,-,2.5,0.011-0.018,0.015
9, Malathion,IN/ACd,0.02,99.5,,0.5,0.03,0.03
10,Sum of metalaxyl and,FU,0.01,95.1,0.5,4.4,0.01-0.247,0.069
11,metalaxyl-M,,,,,,,
12,Pirimicarb,IN,1.0,97.0,3.0,-,0.010.098,0.064
13,Pirimiphos-methyl,IN,0.01,99.5,0.5,,0.01,0.01
14,Pyriproxyfen,IN,0.1,99.5,0.5,,0.016,0.016
15,Thiophanate-methly,FU,0.1,99.5,0.5,,0.011,0.011
16,Triadimenol,FU,0.15,99.0,1.0,-,0.057-0.090,0.074
17,Vinclozolin,FU,0.01,99.5,,0.5,0.02,0.02
