,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Organization/,Metals,,,,,,,,,,,,Reference,
1,Country,,,,,,,,,,,,,,
2,,Li,Al,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Cd,Sn,Pb,
3,FAO (1983),-,-,-,-,,-,-,30,30,,0.05,-,0.5,(Korkmaz
4,,,,,,,,,,,,,,,"et al.,2017"
5,WHO Limits,,,,,,-,-,30,40,-,0.5,,0.5,
6,European,,-,,,1,,-,-,,,0.05,,0.2,
7,Commission,,,,,,,,,,,,,,
8,England,,,,,-,-,-,20,50,,0.2,,2.0,
9,EU Limits,,,1,,,-,-,10,,,0.1,-,0.1,
10,TFC,,,,20,-,-,-,20,50,-,0.1,,1,
11,Present Study,BDL*-,BDL*,BDL*,BDL*-,BDL,BDL*,BDL*,BDL*,1.76-,0.52,BDL*,BDL*-,BDL*,
12,(Mean Interval),0.15,2.54,0.49,1.05,*,,,1.30,15.38,,,2.04,,
13,,,,,,,,,,,35.10,,,,
14,,,,,,0.02,,,,,,,,,
