,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Carrot,1.386,0.843,0.360,2.400,0.037,0.080,0.000,0.180,0.055,0.034,0.006,0.094
1,Coconut,0.207,0.170,0.023,0.370,0.001,0.000,0.000,0.001,0.043,0.039,0.000,0.073
2,Cucumber,1.245,0.727,0.023,1.800,0.003,0.004,0.000,0.008,0.029,0.026,0.000,0.050
3,Garden egg,1.820,1.057,0.023,2.500,0.000,0.000,0.000,0.000,0.060,0.033,0.026,0.100
4,Garden egg,1.820,0.630,1.000,2.700,0.000,0.000,0.000,0.000,0.092,0.051,0.031,0.150
5,Golden,1.723,1.098,0.190,2.800,0.002,0.002,0.000,0.005,0.052,0.032,0.010,0.084
6,melon,,,,,,,,,,,,0.065
7,Orange,1.019,0.676,0.023,1.700,0.000,0.000,0.000,0.000,0.045,0.014,0.032,0.065
8,Pineapple,1.208,0.781,0.300,2.000,0.370,0.480,0.003,0.920,0.067,0.021,0.040,0.089
9,Tigernut,0.470,0.120,0.350,0.590,0.046,0.013,0.034,0.060,0.046,0.028,0.018,0.073
10,Walnut,1.158,0.859,0.450,2.400,0.007,0.006,0.000,0.015,0.100,0.028,0.079,0.140
11,Watermelon,1.692,1.031,0.560,3.200,0.006,0.008,0.000,0.016,0.079,0.031,0.040,0.120
12,,,Cr,,,,Fe,,,,Mn,,
13,,Mean,SD,Min,Max,Mean,SD,Min,Max,Mean,SD,Min,Max
14,Apple,0.028,0.024,0.002,0.060,0.001,0.001,0.000,0.001,0.304,0.272,0.009,.5500
15,Banana,0.244,0.458,0.002,0.930,0.003,0.001,0.002,0.004,1.485,0.717,0.440,2.0000
16,Carrot,0.008,0.010,0.002,0.023,0.003,0.002,0.000,0.004,0.790,0.583,0.270,1.6000
17,Coconut,0.022,0.029,0.002,0.057,0.004,0.001,0.003,0.006,1.073,0.811,0.045,2.0000
18,Cucumber,0.002,0.002,0.002,0.005,0.003,0.001,0.002,0.004,0.902,0.601,0.009,.7800
19,Date,0.014,0.027,0.002,0.062,0.001,0.001,0.000,0.002,0.518,0.224,0.320,.7800
20,Garden egg,0.017,0.020,0.002,0.051,0.002,0.001,0.000,0.003,1.166,0.698,0.550,2.1000
21,Golden,0.016,0.013,0.002,0.029,0.003,0.000,0.003,0.004,1.013,0.612,0.530,1.9000
22,melon,,,,,,,,,,,,
23,Orange,0.018,0.024,0.002,0.055,0.001,0.001,0.000,0.001,0.794,0.517,0.340,1.4000
24,Pineapple,0.229,0.310,0.004,0.720,0.002,0.000,0.002,0.003,1.150,0.751,0.470,2.3000
25,Tigernut,0.130,0.072,0.070,0.210,0.004,0.001,0.002,0.005,1.170,0.565,0.710,1.8000
26,Walnut,0.286,0.543,0.002,1.100,0.003,0.001,0.002,0.004,1.450,0.265,1.200,1.8000
27,Watermelon,0.016,0.024,0.002,0.057,0.003,0.001,0.002,0.004,0.640,0.243,0.400,1.0000
28,,,Ni,,,,,,Pb,,,,
29,,Mean,SD,,Min,Max,,Mean,SD,Min,Min,Max,
30,Apple,0.003,0.002,,0.000,0.005,,0.037,0.035,0.001,0.001,0.080,
31,Banana,0.030,0.054,0.054,0.000,0.110,,0.246,0.337,0.017,0.017,0.740,
32,Carrot,0.029,0.038,0.038,0.002,0.091,,0.054,0.074,0.001,0.001,0.180,
33,Coconut,0.055,0.039,0.039,0.007,0.110,,0.002,0.003,0.001,0.001,0.007,
34,Cucumber,0.002,0.002,0.002,0.000,0.005,,0.001,0.001,0.001,0.001,0.004,
35,Date,0.002,0.002,,0.000,0.005,,0.059,0.064,0.001,0.001,0.150,
36,Garden egg,0.003,0.003,0.003,0.000,0.008,,0.020,0.018,0.001,0.001,0.040,
37,Golden,0.006,0.008,0.008,0.001,0.018,,0.055,0.062,0.001,0.001,0.120,
38,melon,,,,,,,,,,,,
39,Orange,0.007,0.007,0.007,0.000,0.017,,0.049,0.067,0.001,0.001,0.150,
40,Pineapple,0.013,0.014,0.014,0.000,0.037,,0.003,0.004,0.001,0.001,0.010,
41,Tigernut,0.033,0.014,0.014,0.018,0.045,,0.036,0.038,0.001,0.001,0.076,
42,Walnut,0.049,0.034,0.034,0.005,0.075,,0.022,0.026,0.001,0.001,0.058,
43,Watermelon,0.022,0.011,0.011,0.008,0.036,,0.001,0.000,0.001,0.001,0.001,
44,b) children,b) children,,,,,,,,,,,
45,,,Ca,,,,Cd,,,,Cu,,
46,,Mean,SD,Min,Max,Mean,SD,Min,Max,Mean,SD,Min,Max
47,Apple,3.512,2.584,0.160,7.000,0.019,0.024,0.002,0.047,0.114,0.067,0.001,0.180
48,Banana,3.650,2.049,1.400,6.000,1.514,2.991,0.002,6.000,0.373,0.050,0.320,0.420
49,Carrot,5.580,3.444,1.400,9.800,0.147,0.320,0.002,0.720,0.222,0.138,0.022,0.380
50,Coconut,0.856,0.703,0.091,1.500,0.002,0.001,0.002,0.004,0.172,0.157,0.001,0.290
51,Cucumber,4.838,2.845,0.091,7.100,0.013,0.015,0.002,0.033,0.114,0.104,0.001,0.200
52,Date,7.678,4.266,0.091,10.000,0.002,0.000,0.002,0.002,0.246,0.140,0.100,0.420
53,Garden egg,7.320,2.531,4.100,11.000,0.002,0.000,0.002,0.002,0.364,0.197,0.130,0.590
54, Golden,6.865,4.334,0.760,11.000,0.007,0.010,0.002,0.022,0.207,0.126,0.038,0.330
