,0,1,2,3,4,5
0,,Water,Date of,Certificate of,Place of,
1,Code,content,purchase,organic,purchase,Origin country
2,,(%),purchase,cultivation,purchase,
3,1Bp,85.9,,,,
4,1Bs,83.2,11/05/2019,lack of certificate,Gdansk (PL),Poland (PL)
5,1Bu,85.1,,,,
6,3Bp,85.2,,,"retail shop,",
7,3Bs,84.2,11/14/2019,lack of certificate,Kolbudy (PL),Poland (PL)
8,3Bu,84.2,,,,
9,4Bp,81.8,,,,
10,4Bs,78.4,11/14/2019,lack of certificate,Gdansk (PL),Poland (PL)
11,4Bu,80.5,,,Gdansk (PL),
12,5Bp,88.1,,,,
13,5Bs,86.8,11/28/2019,lack of certificate,Gdansk (PL),Poland (PL)
14,5Bu,87.8,,,,
15,2Bp,83.2,,"P 095 18,","large-area shop,",
16,2Bu,81.2,11/05/2019,Poland (PL),Gdansk (PL),Poland (PL)
17,6Bp,85.2,12/02/2019,PL-EKO-07-,grocery store,Poland (PL)
18,6Bs,80.9,,07904,"(Internet),",Poland (PL)
