,0,1,2,3,4,5,6,7,8,9
0,Variety,CAT,EC,PCA,DPn,XPLa,PLZ,CQA,pCoQAb,Total
1,Baujade,35,162,926,2.9,8,,336,15,1482
2,Chanteline,39,98,1128,3.8,2,t,169,19,1456
3,Freiberg,t,82,474,3.1,6,t,47,11,620
4,Golden Delicious,t,54,414,3.6,3,t,98,8,578
5,Granny Smith,42,103,902,3.5,4,5,44,1,1101
6,Greensleeves,t,43,244,3.2,4,9,86,2,637
7,Jolyne,19,76,910,3.6,8,13,86,47,1159
8,New Gold,t,52,501,3.1,12,16,77,27,539
9, Newton Pippin,23,97,501,2.6,2,16,230,6,874
10,Sinta,28,175,1075,2.6,3,13,64,6,1364
11,TMR 7 A 82,15,102,679,3.3,6,32,519,6,1358
12,3535,43,71,1006,3.5,3,20,430,23,1596
13,Pooled SD,0.6,1.8,14.0,0.05,0.2,0.5,5.1,0.4,21.4
14,Mean,20,93,718,3.3,5,10,182,14,1043
15,%,2,9,69,,0.5,1,17,1,100
16,SDM,17.3,40.9,308.8,0.4,3.0,9.9,162.0,13.3,426.0
