,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Cultivar,Cultivation area Crop year Lipid,Cultivation area Crop year Lipid,Cultivation area Crop year Lipid,Fatty acid,Fatty acid,,,,,,,,,,,,,,
1,,,,,14:0,15:0,16:0,16:1,17:0,18:0,18:1,18:2,18:3,20:0,20:1,22:0,22:1,24:0,24:1,Other F.A
2,,,,% on dry basis,,,,,,Weight % of total acids,Weight % of total acids,Weight % of total acids,Weight % of total acids,,,,,,,
3,Hoshinoyume,Hokkaido,1999,3.04,0.6,Nd,20.2,0.2,0.1,1.8,36.9,36.1,1.2,0.6,0.5,0.3,Nd,0.7,0.2,0.6
4,Kirara397,Hokkaido,1999,3.05,0.7,Nd,20.7,0.2,0.1,1.6,36.8,36.2,1.2,0.5,0.5,0.3,Nd,0.7,0.2,0.3
5,Akitakomachi,Akita,1999,3.05,0.7,Nd,18.6,0.2,0.1,1.7,41,33.7,1.1,0.6,0.6,0.3,Nd,0.7,0.2,0.5
6,Hitomebore,Iwate,1999,3.05,0.6,Nd,20.8,0.2,0.1,1.6,37.6,35,1.3,0.5,0.5,0.3,Nd,0.7,0.2,0.6
7,Hitomebore,Miyagi,1999,2.98,0.7,Nd,20.5,0.2,0.1,1.7,37.8,34.9,1.3,0.6,0.5,0.4,Nd,0.8,0.2,0.3
8,Haenuki,Yamagata,1999,3.04,0.8,Nd,19.8,0.2,0.1,1.7,39.6,33.8,1.2,0.6,0.5,0.3,Nd,0.7,0.3,0.4
9,Dontokoi,Niigata,1999,3.34,0.8,Nd,20.3,0.2,0.1,1.9,38.3,34.3,1.2,0.6,0.5,0.4,Nd,0.8,0.2,0.4
10,Koshihikari,Niigata,1999,3.04,0.7,Nd,20.6,0.2,Nd,1.9,37.9,34.7,1.2,0.6,0.5,0.3,Nd,0.7,0.2,0.5
11,Koshihikari,Tochigi,1999,3.03,0.9,Nd,20.4,0.2,0.1,2.1,36.7,35.4,1.3,0.6,0.5,0.3,Nd,0.8,0.2,0.5
12,Koshihikari,Ibaraki,1999,3.16,0.8,Nd,20.4,0.2,0.1,1.9,37.6,35,1.2,0.6,0.5,0.3,Nd,0.7,0.2,0.5
13,Kinuhikari,Shiga,1999,3.13,0.7,Nd,20,0.2,0.1,2.1,38.7,34,1.1,0.7,0.6,0.3,Nd,0.8,0.2,0.5
