,0,1,2,3,4,5,6,7,8,9
0,Rice variety,Rice type,PC,Saturated fatty acids (mg/g of rice),Saturated fatty acids (mg/g of rice),,,,,
1,,,,C8:0,C10:0,C12:0,C14:0,C16:0,C18:0,C20:0
2,Bw 272-6b,NIRV,Red,ND,ND,0.03  0.00a,0.12  0.05de,6.44  0.12e,0.63  0.01,0.13  0.00f
3,Rathel,TRV,White,ND,ND,ND,0.11  0.01cde,6.30  0.11e,0.58  0.01hi,0.09  0.00bed
4,Suwadel,TRV,White,ND,ND,ND,0.05  0.01a,5.53  0.13d,0.49  0.01efg,0.10  0.00cde
5,Madathawalu,TRV,Red,ND,ND,ND,0.08  0.01abc,5.31  0.24 cd,0.52  0.02fg,0.11  0.01de
6,Bg 300,NIRV,White,ND,ND,ND,0.09  0.01bed,5.55  0.06d,0.42  0.01bcd,0.10  0.01bede
7,Bg 360,NIRV,White,ND,ND,ND,0.07  0.01ab,5.25  0.25 cd,0.44  0.01cde,0.09  0.00bed
8,At 308,NIRV,White,ND,ND,ND,0.06  0.01ab,4.79  0.37abc,0.38  0.02ab,0.11  0.01ef
9,Pachchaperumal,TRV,Red,ND,ND,ND,0.06  0.00ab,5.06  0.03bcd,0.46  0.0odef,0.09  0.00bed
10,At 311,NIRV,Red,ND,ND,ND,0.14  0.01e,4.78  0.01abc,0.42  0.01bcd,0.10  0.01cde
11,Bg 352,NIRV,White,ND,ND,ND,0.08  0.01abc,5.14  0.02bed,0.45  0.01de,0.08  0.01abc
12,At 307,NIRV,White,ND,ND,ND,0.07  0.00ab,4.69  0.05ab,0.33  0.01a,0.08  0.01bc
13,Herath Banda,TRV,Red,0.11  0.01,0.07  0.01,0.62  0.03b,0.33  0.01 f,4.30  0.04a,0.53  0.018h,0.09  0.00bed
14,Kalu Heenati,TRV,Red,ND,ND,ND,0.07  0.01ab,4.32  0.24a,0.61  0.03i,0.08  0.00ab
15,At 362,NIRV,Red,ND,ND,0.05  0.01a,0.08  0.01abc,4.78  0.01abc,0.42  0.01 bcd,0.10  0.02de
16,Kurulu Thuda,TRV,Red,ND,ND,ND,0.04  0.01a,4.35  0.38a,0.38  0.06abe,0.06  0.01a
