,0,1,2,3,4,5,6,7,8,9,10
0,Properties,Putrescine,"Storage duration, days",,,,,,,,
1,,"treatments,mM",20,20,40,60,80,100,120,140,Mean
2,"Weight loss, %",Control,5.81  0.05,5.81  0.05,6.92,7.34,7.49,8.36,9.35,10.1,7.90
3,,,jk**,jk**,0.04 gh,0.06 ef,0.07 e,0.06 d,0.06 bc,0.09 a,1.39A**
4,,0.4,5.77  0.06,5.77  0.06,6.81,6.98,7.11,8.21,9.11,9.58,7.651.29
5,,,,jk,0.07 h,0.12 gh,0.06 fg,0.06 d,0.07c,0.08b,AB
6,,0.8,5.65  0.07,5.65  0.07,5.92,5.98,6.55,7.11,8.23,9.15,6.94 1.24
7,,,,k,0.08 j, 0.11 j,0.07 i, 0.08 fg,0.06 d, 0.07c,B
8,,1.2,3.88  0.09,3.88  0.09,3.98,4.06,4.06,4.07,4.42,4.56,4.15
9,,,,r,0.09 qr,0.09 pqr,0.09 pqr,0.05 pqr, 0.06 no,0.09 mn,0.25 C
10,,1.6,2.18,2.18,2.26,2.35,3.00,3.33,4.14,4.67,3.13 0.92
11,,, 0.09 u, 0.09 u,0.08u, 0.06 u,0.09 t, 0.07 s,0.05 pq,0.06 lm,D
12,,2.0,3.84  0.07,3.84  0.07,4.24,4.62,4.71,4.85,5.58,5.75,4.80
13,,,,, 0.08 op,0.08 lmn,0.05 lm,0.061,0.10 k,0.06jk,0.65 C
14,,Mean,4.52,4.52,5.02,5.22,5.49,5.98,6.80,7.30,
15,,,1.39 C**,1.39 C**,1.73 BC,1.79BC, 1.71, 2.05,2.22 AB,2.42 A,
16,,,,,,,ABC,ABC,,,
17,Soluble solids,Control,15.9  0.23,15.9  0.23,14.2,13.2,16.0,17.5,16.4,15.5,15.5
18,"content,%",,a-i,a-i,2.99 d-m,1.11h-n,0.20 a-h,0.31 ab, 0.30 a-e,0.23 b-j,1.70A**
19,,0.4,14.5,14.5,10.3,12.3,14.1,14.1,16.3,18.4,14.2  2.51
20,,,0.23c-m,0.23c-m, 0.40 op, 0.90 1-p,0.12 d-m,0.31 d-m,0.12 a-f,0.53a,AB
21,,0.8,12.9  0.12,12.9  0.12,12.6,12.9,13.9,15.4,13.4,15.8,13.8  1.40
22,,,j-o,j-o,1.51 k-p,0.12 j-o,0.12 e-m,0.20 b-k, 0.45 g-n, 1.53 a-i,B
23,,1.2,14.3,14.3,15.4,11.8,14.8,14.5,13.3,16.8,14.4 1.54
24,,,0.12c-m,0.12c-m,0.15b-k,0.53m,0.20 b-l,0.12c-m,0.40 g-n,1.04 a-d,AB
25,,,,,,p,,,,,
26,,1.6,14.3,14.3,13.0,10.9,13.6,13.6,11.9,17.0,13.4  1.92
27,,,0.12c-m,0.12c-m,0.80 j-o, 0.46 nop,0.40 f-n, 0.20 e-n,0.98 m-,1.03 abc,B
28,,,,,,,,,p,,
29,,2.0,13.1  0.12,13.1  0.12,12.9,12.3,14.1,14.4,15.2,16.0,14.0  1.46
30,,,i-n,i-n, 2.14 j-0,0.311-p,0.31 d-m,0.21c-m,0.35 b-k,0.86 a-g,AB
31,,Mean,14.2  1.04,14.2  1.04,13.1,12.2,14.3,14.9,14.4,16.6,
32,,,BC**,BC**,2.13 CD,0.95D,0.85BC,1.33B,1.76BC,1.28A,
33,Titratable,Control,2.40  0.07,2.40  0.07,1.22,2.03,1.99,1.72,1.53,1.55,1.78
34,"acidity,%",,a**,b,0.09 f-j,0.64 b-e,0.60 b-e,0.04c-f,0.06 d-h,0.19 d-g,0.47A*
35,,0.4,2.11  0.14,2.11  0.14,0.85,1.38,1.30,1.04,1.13,1.18,1.29  0.39
36,,,bed,bed,0.08 hij,0.09 e-i,0.14 f-j, 0.03 g-j,0.04 f-j,0.07 f-j,B
37,,0.8,2.03  0.19,2.03  0.19,0.81,1.37,1.18,1.03,0.90,1.14,1.21 0.40
38,,,b-e,b-e,0.10 ij, 0.09 e-j,0.07 f.j,0.01 g-j, 0.01 g-j,0.07 f-j,B
39,,1.2,2.52 0.37,2.52 0.37,1.15,1.27,1.38,1.09,1.04,1.14,1.37 0.51
40,,,,b,0.15f-j, 0.05 f-j,0.14 e-i, 0.02 f-j, 0.04 g-j,0.10 f-j,AB
41,,1.6,2.11  0.07,2.11  0.07,0.72,1.16,1.17,1.05,0.73,1.07,1.140.45
42,,,bed,bed,0.14 ij,0.06 f-j,0.10 f-j,0.05f-j,0.03 ij,0.11f-j,B
43,,2.0,2.36  0.19,2.36  0.19,0.69,1.18,1.08,1.02,1.20,1.05,1.23  0.51
44,,,bc,bc,0.13j,0.07 f-j,0.13 f-j,0.01 g-j,0.04 f-j,0.09 f-j,B
45,,Mean,2.26,2.26,0.90,1.39,1.35,1.16,1.09,1.19,
46,,,0.25A*,0.25A*,0.23 D,0.37 B,0.39 BC, 0.26,0.26 CD,0.20,
47,,,,,,,,BCD,,BCD,
48,pH,Control,3.54  0.02,3.54  0.02,3.60,3.75,3.65,3.52,3.51,3.57,3.59
49,,,0.051*,R, 0.02 g-l,0.07 a-g,0.01 d.l,0.001,0.001, 0.01 i-l,0.09 C**
50,,0.4,3.77  0.03,3.77  0.03,3.65,3.74,3.77,3.58,3.63,3.65,3.68  0.08
51,,,a-f,a-f,0.05 d-l, 0.01 a-g, 0.02 a-e, 0.01 i-l,0.01 d-l, 0.02 d-l,ABC
52,,0.8,3.62  0.02,3.62  0.02,3.63,3.69,3.85,3.66,3.55,3.71,3.67  0.10
53,,,e-1,e-1, 0.05 d-l,0.01c-k,0.02 ab,0.01 d-l,0.01 kl,0.02 b-j,ABC
54,,1.2,3.58,3.58,3.62,3.72,3.73,3.55,3.52,3.63,3.62  0.08
55,,, 0.01 h-l, 0.01 h-l,0.01 e-l,0.01 a-i, 0.03 a-i,0.01jkl,0.001,0.01 d-l,BC
