,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,Accession,,Name,,,A1:AO,,,B1/BO,,C2/CO,A2/A0,,A2/A0,
1,,,,,,,protein,protein,RNA,protein,RNA,Protein,RNA,RNA,Protein,RNA
2,,,,EPSPS,,,up,,no,up,up,up,,up,up,up
3,,B6SJB3,,Peroxiredoxin,Peroxiredoxin,,up,,no,up,no,up,,no,up,no
4,,A0A317YEU7,A0A317YEU7,Uncharacterized protein,,,up,,no,up,no,down,,no,up,no
5,,B6SN63,,Late embryogenesis abundant protein 3,,Late embryogenesis abundant protein 3,up,,no,up,no,down,,no,up,no
6,,B6T8E4,,Embryo specific protein 5,,,up,,no,up,no,down,,no,up,no
7,A,,,,,,B,,,,,,Fig.6.qRT-PCR analysis of the gen,,,
8,,,,,,,,,,,,,expression patterns of selected co-DEP,,,
9,,,,,,A0,,,,,,BO,among 4 comparison groups of GM,,,
10,,2.0,,,,A1,,1500,,,,B1,"non-GM maize seeds.A A1/A0,B",,,
11,,,,,,,,1000,,,,,"B1/BO,(C C2/CO,and D A2/AC",,,
12,,1.5-,,,,,,500,,,,,viation (SD among the three re,,,
13,,1.0,,,,,,,,,,,nificant difference compared wit,,,
14,,,,,,,,,,,,,"A3525, as indicated by the t-test ",,,
15,,0.5,,,,,,,,,,,p<0.01and,"p<0.05,",p<0.01and,**
16,,,,,,,,,,,,,p<0.001.,p<0.001.,,
17,c,,,,,,D,,,,,,,,,
18,,50-,,,,CO,,150,,,,,,,,
19,,,,,,C2,,100-,,,,A2,,,,
20,,,,,,,,50,,,,,,,,
21,,54321,,,88,,,,,,,,,,,
22,,,,,,,,,,,,,,,,
23,,F,,,,,,,,,,,,,,
