,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,,Median,Meanesd(n),Median,Meansd(n,Median,Meansc(n),Median,Meansc(n),Median,Meanesd(n),Median,Meansd(n)
1,Beef bouillen,,,,,,,,,,,,,
2,"canned,recon",,,,,,,,,,,,,
3,water,98.4,0.11,0.140.1228,0.40 0.40+0.16(28,0.40 0.40+0.16(28,0.0000.0020.00327,0.0000.0020.00327,,0.010.0120.008280.0000.0000.000280.0000.0020.0028,,0.010.0120.008280.0000.0000.000280.0000.0020.0028,,0.010.0120.008280.0000.0000.000280.0000.0020.0028
4,"soup,caned.",,,,,,,,,,,,,
5,reconst;tuted,,,,,,,0.0210.0230.01327,,,,,,
6,/water,91.1,0.37,0.410.1728,0.800.88+0.4128,0.800.88+0.4128,0.0210.0230.01327,0.0210.0230.01327,,0.0520.0580.031280.0000.000+0.000280.0000.0030.00628,,0.0520.0580.031280.0000.000+0.000280.0000.0030.00628,0.0520.0580.031280.0000.000+0.000280.0000.0030.00628,0.0520.0580.031280.0000.000+0.000280.0000.0030.00628
7,reconstituted,,0.27,,,,,,,,,,,
8,w/uater,91.8,0.27,0.280.10280.320.330.15(28,0.280.10280.320.330.15(28,0.280.10280.320.330.15(28,,0.0100.012.010270.0500.052+0.021280.0000.00+0.00220.0000.0050.01428,,,,,,
9,Desserts dairy-base,Desserts dairy-base,,,,,,,,,,,,
10,Chocolate ice,,,,,,,,,,,,,
11,Chocolate milk-,58.4,0.89,0.990.37280.54.560.1128,0.990.37280.54.560.1128,0.990.37280.54.560.1128,0.1220.1360.04028},0.1220.1360.04028},,0.1340.1420.031(280.0000.0000.000280.0350.0460.05128,,0.1340.1420.031(280.0000.0000.000280.0350.0460.05128,,0.1340.1420.031(280.0000.0000.000280.0350.0460.05128
12,food,73.3,0.35,0.400.1528,0.470.47+0.1028,0.470.47+0.1028,0.0850.0910.04728,0.0850.0910.04728,,0.050 0.0540.012280.0000.000+0.00028.0250.060+0.101(28,,0.050 0.0540.012280.0000.000+0.00028.0250.060+0.101(28,,0.050 0.0540.012280.0000.000+0.00028.0250.060+0.101(28
13,sandvich,42.7,1.34,1.370.3128,0.450.46+0.0528,0.450.46+0.0528,0.0660.065+0.01228,0.0660.065+0.01228,,0.207 0.2140.03328.500 0.0010.002280.0300.0500.04128,,0.207 0.2140.03328.500 0.0010.002280.0300.0500.04128,,0.207 0.2140.03328.500 0.0010.002280.0300.0500.04128
