,0,1,2,3,4,5
0,Legume seeds,Lectina,,Trypsin inhibitoryb,Ureasec,Toxicd
1,,Untreated,Treated,,,
2,Albizia lebbeck,NDe,ND,20.8  0.8,5613 197,0.220.01
3,Caesalpinia bracteosa,ND,ND,16.2  0.8,"11,278 1307",NLf
4,Caesalpinia ferrea,ND,ND,27.4  0.2,822  50,NL
5,Dimorphandra gardneriana,ND,ND,25.8  0.2,1240  62,NL
6,Dioclea megacarpa,1280,2560,10.8  0.1,"47,178  3351",0.72  0.03
7,Enterolobium contortisiliquum,ND,ND,26.2  0.1,3684  173,1.12  0.04
8,Erythrina velutina,1280,1280,24.0  0.8,3645  171,1.01  0.02
9,Hymenaea courbaril,ND,ND,4.5  0.2,620  28,NL
10,Lonchocarpus sericeus,1280,320,8.3  0.3,"23,895  3388",NL
11,Parkia platycephala,2560,2560,ND3,5907 967,NL
12,Piptadenia moniliformis,ND,ND,8.9  0.5,1899  228,NL
13,Pterogyne nitens,ND,ND,7.0  0.2,1470 10,0.80  0.03
14,Senna obtusifolia,20,80,ND,225  7,NL
15,Senna rugosa,80,160,4.1  0.4,465  13,NL
