,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,MINERAL COMPOSITION OF THE EDIBLE PORTION OF II FRESHWATER SPECIES (WET BASIS),,,,,,,,,,,,,,
1,,Concentration in mg/100g,,,Concentration in mg/100g,Concentration in mg/100g,Concentration in mg/100g,,,,,,,,,
2,Fish species,,,P,K,Na,Li,Ca,Mg,Zn,,Fe,,,,
3,Aspe,0.60.46 0.90.74,,1987 370+60 400110 215.2 0.9+0.28,1987 370+60 400110 215.2 0.9+0.28,1987 370+60 400110 215.2 0.9+0.28,1987 370+60 400110 215.2 0.9+0.28,7030,7027,0.60.46 0.90.74,0.60.46 0.90.74,0.60.46 0.90.74,0.60.46 0.90.74,,,
4,Aspius aspius,0.70.021.00.90,1988 35057 400+91,1988 35057 400+91,1988 35057 400+91,203.91.20.33,203.91.20.33,7021,6016,0.70.021.00.90,0.70.021.00.90,0.70.021.00.90,0.70.021.00.90,,,
5,Bream,,1987,27030,54015,1.40.03,1.40.03,525.3,628.5,0.90.83,0.70.26,0.70.26,0.70.26,,,
6,Abramis brama,1.00.920.60.42,1988 27027 57050,1988 27027 57050,1988 27027 57050,140.9 0.90.23,140.9 0.90.23,536.7,69+3.0,1.00.920.60.42,1.00.920.60.42,1.00.920.60.42,1.00.920.60.42,,,
7,Carp,400210 21+1.7 1.0+0.14,1987 25013,1987 25013,400210 21+1.7 1.0+0.14,400210 21+1.7 1.0+0.14,400210 21+1.7 1.0+0.14,625.9,6019,0.90.11,0.60.04,0.60.04,0.60.04,,,
8,(Cyprinus carpio),0.90.13 0.60.13,,1988 26027 400250 234.6 1.20.25,1988 26027 400250 234.6 1.20.25,1988 26027 400250 234.6 1.20.25,1988 26027 400250 234.6 1.20.25,699.5,5011,0.90.13 0.60.13,0.90.13 0.60.13,0.90.13 0.60.13,0.90.13 0.60.13,,,
9,Crucian carp,0.60.04 0.90.21,,198727058500160171.01.10.04 591.6,198727058500160171.01.10.04 591.6,198727058500160171.01.10.04 591.6,,198727058500160171.01.10.04 591.6,534.7,0.60.04 0.90.21,0.60.04 0.90.21,0.60.04 0.90.21,0.60.04 0.90.21,,,
10,(Carassius carassius,1988 26068 400260 201.2 1.1+0.25,1988 26068 400260 201.2 1.1+0.25,1988 26068 400260 201.2 1.1+0.25,1988 26068 400260 201.2 1.1+0.25,1988 26068 400260 201.2 1.1+0.25,1988 26068 400260 201.2 1.1+0.25,572.2,561.4,0.50.07,0.80.19,0.80.19,0.80.19,,,
11,Chub,0.50.04 0.60.05,1987 23038 43080,1987 23038 43080,1987 23038 43080,200.1 1.10.08 639.3,200.1 1.10.08 639.3,200.1 1.10.08 639.3,455.3,0.50.04 0.60.05,0.50.04 0.60.05,0.50.04 0.60.05,0.50.04 0.60.05,,,
