,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Nutrient,RDA/AI,Unit,Orange-fleshed varieties,Orange-fleshed varieties,,,,,,,,,Cream-fleshed varieties,Cream-fleshed varieties,,
1,,(mg/day),,,,,,,,,,,,,,,
2,,,,Resisto,Khano,2001_5_2,W_119,Beauregard,1999_1_7,Excel,Serolane,Impilo,Mean,Ndou,Monate,Blesbok,Mean
3,Vitamin A,,g RAE/125 g fresha,1457,1463,1229,927,1005,847,533,514,530,859,12,3,1,6
4,,,g when boiledb,1457,1243,1044,927,854,212,453,460,451,859,3,3,1,5
5,,400,%RDA 4-8 years oldsc,428,311,261,232,214,212,113,115,113,222,3,1,0,1
6,Calcium,,mg/125 g fresh root,79,68,66,79,61,60,65,68,63,68,46,43,49,43
7,Calcium,,mg when boiledb,75,65,62,75,58,57,61,64,60,64,43,41,46,43
8,,1000,%RDA 4-8 years oldsa,7,6,6,7,6,6,6,6,6,6,4,,5,4
9,Magnesium,,mg/125 g fresh root,37,45,33,39,27,37,36,41,34,36,24,25,18,22
10,,,mg when boiledb,35,33,24,37,25,35,34,39,32,27,23,23,18,21
11,,130,%RDA 4-8 years oldsc,27,33,24,28,19,27,26,30,25,27,18,18,13,16
12,Phosphorus,,mg/125 g fresh root,56,57,41,53,38,54,53,63,56,52,52,47,35,45
13,,,mg when boiledb,53,54,39,50,36,51,51,60,11,50,10,44,33,42
14,,500,%RDA 4-8 years oldsc,11,11,8,10,7,10,10,12,11,10,10,9,7,
15,Potassium,,mg/125 g fresh root,339,393,293,329,311,371,364,418,358,353,387,364,239,330
16,,,mg when boiledb,322,373,278,312,295,352,345,397,340,335,367,345,227,313
17,,3800,%RDA 4-8 years oldsc,8.5,9.8,7.3,8.2,7.8,9.3,9.1,10.4,8.9,8.8,9.7,9.1,6.0,8.2
18,Iron,,mg/125 g fresh root,1.1,1.0,1.0,1.6,0.9,1.4,1.0,1.2,1.4,1.2,0.9,1.1,1.0,1.0
19,,,mg when boiledb,1.1,1.0,0.9,1.5,0.9,1.4,1.0,1.2,1.4,1.1,0.9,1.0,0.9,0.9
20,,10,%RDA 4-8 years oldsc,10.8,9.7,9.4,14.9,9.0,13.6,9.6,11.8,13.9,11.4,8.7,10.0,9.3,9.3
21,Zinc,,mg/125 g fresh root,0.8,0.8,0.8,0.7,0.9,0.7,0.8,0.8,0.7,0.8,0.7,0.7,0.6,0.7
22,,,mg when boiled,0.7,0.8,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6
23,,5,%RDA 4-8 years oldsc,14.3,15.2,16.0,14.2,16.5,13.2,15.2,14.8,13.9,14.8,13.9,12.6,11.8,12.8
