,0,1,2,3,4
0,Processing and cooking treatments Varieties,Processing and cooking treatments Varieties,,,
1,,ICPL-87,ICPL-151,UPAS-120,Manak
2,Control (raw and unprocessed,68.80.14a,69.30.16a,68.20.13a,69.70.08a
3,Soaking,,,,
4,6h,69.90.97 (+2)b,70.51.33 (+2)b,69.41.78 (+2)b,70.70.43 (+1)b
5,12 h,70.4+0.43 (+2b,70.7+0.22+2b,70.7+0.12+4,71.3+0.11+2
6,18 h,70.80.13 (+3)b,71.40.17+3b,71.20.13+4b,71.8+0.08+3b
7,Soaking and dehulling,83.20.17+21c,88.60.44+28,85.30.38+25,84.91.10 (+22)
8,Ordinary cooking,,,,
9,Unsoaked,73.30.97 (+7)d,74.81.33 (+8)d,73.11.78 (+7)d,74.60.43 (+7)
10,Soaked,75.80.43+10,76.40.22+10,75.1+0.12+10e,76.9+0.11+10
11,Soaked and dehulled,77.60.13+13f,78.00.17+13,77.5+0.13+14,78.90.08+13
12,Pressure cooking,,,,
13,Unsoaked,76.60.43+11e,77.11.78 (+11e,76.8+1.33(+13,77.3+0.97+11
14,Soaked,78.80.84 (+15)f,79.0+0.61+14,78.10.30 (+15f,79.40.79 (+14)
15,Soaked and dehulled,80.10.53+1681.00.62+1780.40.31+18,80.10.53+1681.00.62+1780.40.31+18,80.10.53+1681.00.62+1780.40.31+18,81.60.31+17
16,Germination,,,,
17,24 h,78.00.61(+13)79.10.30(+14f78.40.79+15f,78.00.61(+13)79.10.30(+14f78.40.79+15f,78.00.61(+13)79.10.30(+14f78.40.79+15f,78.80.84(+13f
18,36h,80.60.31+1781.40.31+1780.00.62+1781.10.53(+16,80.60.31+1781.40.31+1780.00.62+1781.10.53(+16,80.60.31+1781.40.31+1780.00.62+1781.10.53(+16,
19,48 h,81.900.71 (+19)f 82.300.67 (+19) 81.000.89 (+19) 82.370.63 (+18),81.900.71 (+19)f 82.300.67 (+19) 81.000.89 (+19) 82.370.63 (+18),81.900.71 (+19)f 82.300.67 (+19) 81.000.89 (+19) 82.370.63 (+18),
