,0,1,2,3,4
0,Parameters,Carignano wines,Carignano wines,,
1,,min,max,mean,SD
2,Alcohol%v/v,12.55,14.59,13.34,0.63
3,Reducing sugars (g/L),1.07,2.70,1.94,0.41
4,Total acidity(g tartaric acid/L,4.62,6.42,5.40,0.49
5,Volatile acidityg/L),0.44,0.94,0.64,0.17
6,pH,3.61,3.93,3.74,0.10
7,Malic acid (g/L,nd,0.58,0.08,0.16
8,Lactic acid (g/L,0.84,2.04,1.05,0.31
9,Tartaric acid (g/L),1.70,2.76,2.25,0.36
10,Citric acidg/L,nd,0.19,0.09,0.07
11,Chromaticity coordinates CIE,,,,
12,L*,42.8,63.3,56.7,6.7
13,C*ab,38.4,52.1,43.4,4.5
14,hab,1.3,7.4,3.4,2.1
15,Totalpolyphenols (mg GAE/L,1313,2764,2023,435
16,Total antocyanins (mg ME/L),203.8,431.3,290.4,55.4
17,FRAPe(mmol Fe2+/L),26.7,44.9,31.6,5.2
18,DPPHf (mmol TEAC/L),8.4,13.2,10.0,1.6
