,0,1,2,3,4,5,6,7
0,Year/maturity,Cultivars,Flavonoid concentration (g/g of fresh weight),Flavonoid concentration (g/g of fresh weight),Flavonoid concentration (g/g of fresh weight),,,
1,,,Quercetin,Luteolin,Kaempferol,Apigenin,Myricetin,Total
2,2008 Immature,TMH,nd,2.10.1,2.6 0.1,2.9  0.2,nd,7.60.2 d
3,,CA408,nd,2.30.1,1.10.1,nd,nd,3.40.1 e
4,,Mesilla,11.70.7,14.1 0.7,nd,nd,nd,25.81.4 a
5,,Ixtapa,nd,3.00.1,1.40.1,nd,nd,4.40.1 e
6,,TMJ,nd,4.8  0.1,2.3  0.2,1.5 0.1,nd,8.6  0.3 d
7,,PA137,6.7  0.4,4.0  0.2,nd,nd,nd,10.70.4 c
8,,B58,3.3  0.1,4.10.3,6.9  0.2,nd,nd,14.40.5 b
9,,Tuxtlas,6.8  0.3,3.9 0.4,nd,nd,nd,10.70.6 c
10,2008 Mature,TMH,nd,2.3  0.1,6.4  0.1,nd,nd,8.70.1 c
11,,CA408,2.0  0.4,3.1  0.4,1.8  0.1,nd,0.9  0.2,7.80.2 c
12,,Mesilla,1.0  0.2,5.3  0.6,nd,3.1  0.2,2.9  0.1,12.3 0.2 b
13,,Ixtapa,2.7  0.4,7.0  0.4,2.9  0.4,nd,nd,12.60.7 b
14,,TMJ,nd,3.2  0.2,2.6  0.1,nd,nd,5.8 0.2 d
15,,PA137,3.7 0.1,1.2  0.1,nd,nd,1.90.1,6.8 0.2 c
16,,B58,2.7  0.5,3.9  0.4,nd,3.4 0.2,4.00.1,14.00.8 a
17,,Tuxtlas,1.2  0.3,2.3  0.2,nd,2.10.1,nd,5.50.5 d
18,2009 Immature,TMH,1.9  0.3,nd,0.9  0.1,6.7  0.7,nd,9.50.8 d
19,,CA408,6.00.6,2.0  0.2,2.0  0.3,nd,nd,10.00.7 d
20,,Mesilla,22.9  1.1,19.1  0.4,4.7  0.2,nd,2.1  0.1,48.81.5 a
21,,Ixtapa,4.3  0.2,nd,5.9  0.3,nd,nd,10.20.3 d
22,,TMJ,nd,2.30.3,3.8  0.2,nd,nd,6.10.3 e
23,,PA137,34.5  2.2,4.6  0.4,3.9  0.1,nd,nd,43.01.9 b
24,,B58,22.5  0.3,7.7  0.3,4.3  0.3,nd,nd,34.50.3 c
25,,Tuxtlas,9.30.3,nd,2.1  0.2,nd,nd,11.40.3 d
26,2009 Mature,TMH,1.70.1,nd,nd,nd,nd,1.70.12 f
27,,CA408,3.70.8,7.10.6,6.3  0.3,nd,7.20.1,24.31.1 d
28,,Mesilla,21.80.9,10.2 1.0,6.4  0.1,nd,5.9  0.2,44.30.9 c
29,,Ixtapa,nd,3.2  0.3,1.4  0.2,nd,nd,4.6 0.3 f
30,,TMJ,7.2  0.4,2.7  0.5,2.0  0.2,nd,nd,11.91.0 e
31,,PA137,47.4  1.7,21.3  0.7,4.9  0.5,nd,13.0  0.5,86.62.8 a
32,,B58,30.7  1.2,20.3  0.5,nd,nd,7.6  0.1,58.61.6 b
33,,Tuxtlas,8.1  0.4,1.4  0.2,nd,nd,nd,9.5 0.4 e
