,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,,,,,,,,,,,2,,,,
1,,,,,,,%,*,,,,,,,,,
2,,eooekd,/3,ON,,,,,2,ON,,,,,,,
3,,,as,,,,,,,,,cooekd,3/8,,,,
4,,,,aN,,,,,2,ON,,cooekd,3/8,,,113,
5,,,,,,,,,,,,,,,,,
6,,,2,,,,,,,,,,as,,,,
7,,,as,,,,,,,04,,,,,,,
8,,,3/3,,,,,,,,,,3/8ml,550,,69'9,132
9,,,3/3,ON,3,,,,9'68,115,,,,,,,
10,,,as,,,355,,,,02,,,2,,,,
11,,rrteh,3/8,ON,,,,,2,,,,,,,,
12,,,,,,,,,,,,,,020000,020000,020000,020000
13,,,,,,,,,,0,,,,,,,
14,,eooeed,/8,ON,,,,,,,,eooeed,8/8,aN,NEER,NEER,NEER
15,,,as,,0,,,0,,00,,,,,,,
16,,,,,46,46,46,0,,,,,,,,,
17,,Krteh,8/3,aN,889,,,,N,,,,as,11,,,
18,,,,,,,,2,,44,M88ZW,krteh,3/3,2,,,
19,,,,,,*,*,2,,*,,,,,,,
20,,,as,,,,,,,11,,,,,,,
21,,eooed,8/3,ON,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,2,,
23,,,as,,,,0,,,,,,,,,,
24,,,3/3,ON,371,,414,120,2,ON,,,,,,,
25,,,,,,,,,,*,,eooeed,8/8,,,,
26,,,as,,,,,,,04,,eooeed,,,,,
27,,eooeed,/8m,ON,,,,2,2,222,,,,,,,
28,,,as,,,38,22,22,,,,Krtrh,8/8ml,,,,
29,ML0ZT,,8/3,ON,,176,,115,,544,,,,,,,
30,,,spunoduos,,,,,,,,,,spunoduo:,,,,
