,0,1,2
0,Common name,General name,Scientific name
1,Rice,,
2,Brown jasmine rice,Unpolished jasmine rice,Oryza sativa L.
3,White jasmine rice,"Thai jasmine rice, Hom Mali rice",Oryza sativa L.
4,White glutinous rice,"Sticky rice, sweet rice, waxy rice",Oryza sativa L.var. glutinosa L
5,Black glutinous rice,Black sticky rice,Oryza sativa L.
6,Legumes,,
7,Green beans,"Mungbeans,mungo beans",Phaseolus aureus Roxb
8,Black beans,Cowpea,Bruguiera parviflora
9,Red beans,"Rice beans, tooa dang",Bruguiera cylindrica
10,Red kidney beans,"Red kidney beans, princess beans",Phaseolus vulgaris
11,Soybeans,Soybeans,Glycine max L.Merrill
12,Peanuts,"Peanuts,groundnuts",Arachis hypogaea L.
