,0,1,2,3,4
0,Legumes,,Oxalate content (mg/100 g wet weight),,Moisture content
1,,,,,(g/100 g wet weight)
2,,Enzymatic,CE method,Mean of the,
3,,method,,two methods,
4,Anasazi beans,85,75,80,71
5,Small white beans,77,78,78,66
6,Great northern beans,77,72,75,69
7,Pink beans,75,75,75,64
8,Black beans,73,71,72,66
9,Navy beans,58,56,57,65
10,Soybeans,57,55,56,70
11,Small red beans,36,33,35,64
12,Pinto beans,29,25,27,74
13,October beans,28,27,28,66
14,Azuki beans,26,23,25,63
15,Red kidney beans,19,13,16,68
16,Garbanzo beans,9,,9,65
17,Mung beans,8,,8,71
18,Lentils,8,b,8,72
19,Large lima beans,8,b,8,67
20,Green split peas,6,b,6,66
21,Yellow split peas,5,,5,69
22,Blackeye peas,4,b,4,59
