,0,1,2,3,4
0,Rice and legumes,Toxic element(g/g,,,
1,,As (INAA),Cd (AAS),Hg(INAA),Pb (AAS)
2,China(Laiyan et al.1991,,,,
3,Rice,0.10-0.18,0.09-0.15,5.0-9.0,0.06-0.15
4,Cereals,0.08-0.14,0.06-0.11,6.0-9.0,0.70-0.18
5,"PakistanMannan et al.,1990,1992",,,,
6,Rice(O.sativa,,,,
7,Summer,0.56,0.16,5.40,0.40
8,Winter,0.59,0.12,5.90,0.20
9,Legumes,,,,
10,Summer,0.49,0.20,6.20,0.38
11,Winter,0.64,0.14,5.30,0.19
12,"India (Singh and Garg,2006)",,,,
13,Rice (O.sativa),,,13.00,
14,Green peas(P.sativum),-,,26.00,
15,"JapanTsukada et al.,2007",,,,
16,Polished rice,0.09,0.03a,,0.01a
17,This studyg/g,,,,
18,White jasmine rice,0.09,0.01,0.16,ND
19,Brown jasmine rice,0.10,0.01,0.24,ND
20,Green beans,ND,ND,0.23,ND
