,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,"Total""D",Homologue composition [%],Homologue composition [%],Homologue composition [%],,,Ratio,WG content [%],WG content [%],,"Bran [%],0",DF[%]
1,,,17:0,19:0,21:0,23:0,25:0,C17:0/C21:0,Total,Rye,Wheat,,
2,Breakfast cereal 32,57,6,36,49,10,nd,0.1,43,0,11,0,7
3,Low wheat content (10%),,,,,,,,,,,,
4,Breakfast cereal 33,207,,35,50,8,2,0.1,70,0,0,10,15
5,Breakfast cereal 34,144,4,36,53,7,1,0.1,70,0,0,11,15
6,Breakfast cereal 35,83,5,34,51,9,2,0.1,10,0,10,0,3
7,Breakfast cereal 36,nd,-,-,-,-,,,0,0,0,0,8
8,No WG data,,,,,,,,,,,,
9,Breakfast cereal 37,625,24,34,25,10,7,0.1,=,-,-,-,3
10,Breakfast cereal 38,119,6,33,49,9,c,0.1,-,-,-,-,
11,Breakfast cereal 39,347,9,32,42,8,8,0.2,-,,-,-,10
12,Flour,,,,51,,,,,,,,
13,Flour 1,4178,4,32,51,10,4,0.1,0,0,0,100,50
14,Flour 2,2971,4,31,51,10,4,0.1,0,0,0,100,40
15,Flour 3,642,26,34,25,9,5,1.0,100,100,0,0,14
16,Flour 4,381,18,28,31,14,9,0.6,100,0,100,0,12
17,Flour 5,381,21,32,26,11,9,0.8,-,,-,-,7
18,Flour 6,178,24,34,25,10,6,1.0,0,0,0,0,13
19,Flour 7,142,19,32,28,11,11,0.7,45,35,0,0,6
20,Flour 8,122,19,32,29,11,9,0.7,-,-,-,-,6
21,Flour 9,87,19,36,28,11,,0.7,-,-,-,-,4
22,Flour 10,28,4,35,47,9,,0.1,0,0,0,0,3
23,Pasta,,,,,24,,,51,,,,
24,Pasta 1,240,nd,11,55,22,9,0.0,51,0,51,0,8
25,Pasta 2,226,nd,13,54,22,6,0.0,55,0,51,0,6
26,Pasta 3,148,1,14,54,21,9,0.02,51,0,55,0,6
27,Pasta 4,21,nd,25,54,21,nd,0.0,51,0,51,0,10
28,Pasta 5,nd,,-,-,-,-,-,0,0,0,0,10
29,Pasta 6,nd,-,-,=,-,,-,0,0,0,0,3
30,Pasta 7,nd,-,1,,-,,,0,0,0,0,6
31,Cookies,,,,,,,,,,,,
32,Cookies 1,696,21,31,31,12,5,0.7,47,0,17,0,6
33,Cookies 2,161,4,32,46,15,3,0.1,36,0,36,0,6
34,Cookies 3,125,3,34,51,12,nd,0.1,55,0,55,0,12
35,Cookies 4,52,nd,39,49,12,nd,0.0,13,0,13,0,6
36,Other products,,,,,,,,,,,,
37,Other product1,411,5,35,49,9,2,0.1,100,100,100,0,11
38,Other product 2,368,15,33,33,11,9,0.5,100,100,0,0,13
39,Other product 3,264,1,11,62,21,,0.01,100,0,100,0,7
40,Other product 4,190,nd,18,56,21,6,0.0,100,0,100,0,6
41,Other product 5,33,nd,83,nd,17,nd,-,0,0,0,0,
42,Other product 6,24,nd,67,nd,33,nd,-,0,0,0,0,3
43,Other product 7,nd,-,-,-,,-,-,0,0,0,0,
44,Other product 8,nd,-,-,-,,-,-,97,0,0,0,
45,Other product 9,nd,-,-,,,,-,0,0,0,0,
46,Other product 10,nd,-,-,,,,-,100,0,0,0,3
47,Other product 11,nd,,-,,,,-,100,0,0,0,10
48,Other product 12,nd,,,,,,-,100,0,0,0,4
49,Other product 13,nd,-,,,,,-,75,0,0,0,4
50,Other product 14,nd,-,-,,,,,0,0,0,0,11
51,Other product 15,nd,,-,,,,,100,0,0,0,8
