,0,1,2,3,4,5,6
0,,Liquid,,,Powder,,
1,,Batches,"Metric tons,",Infants fed 3 months,Batches,"Metric tons,",Infants fed 3 months
2,,,wet weight,,,dry weight,
3,Milk-based formula,,,,,,
4,N.America,2107,"235,895","3,518,599","16,235","108,675","12,694,533"
5,Europe/other,32,799,"11,911","3,011","118,218","13,809,334"
6,Total,2139,"236,693","3,530,510","19,246","226,893","26,503,867"
7,Soy-based formula,,,,,,
8,N.America,556,"62,362","930,194","8,226","17,361","2,085,586"
9,Europe/other,-,1,,288,"4,168","486,826"
10,Total,556,"62,362","930,194","8,514","21,529","2,572,412"
