,0,1,2,3
0,Food product,July,September 2016,September 2019
1,,2015,n=336,n=120
2,,n=,,
3,,264),,
4,Potato chips,X,,
5,Potato snacks,X,,
6,Sliced bread,X,,
7,Toasts and crackers,X,,
8,White bread,X,,
9,Cookies,X,,X
10,Margarine,X,,
11,Wheat-based breakfast cereals,X,,
12,Other breakfast cereals,X,,X
13,Roasted coffee,X,,
14,Instant coffee,X,,X
15,Sunflower oil,,X,
16,Pomace oil,,X,
17,Refined olive oil,,X,
18,Infant formula,,X,
19,Follow-on formulae,,X,
20,Cereals and milk,,X,
21,Cereal-based baby food,,X,X
22,Mayonnaise,,X,
23,Soy sauce,,X,
24,Salad sauce,,X,
25,Bakery products (milk bread,,X,
26,puff pastry and muffins),,,
27,Chocolate spreads,,X,
28,Palm oil cookies,,X,
29,Frying oil,,X,
30,Ground coffee,,,X
31,Coffee beans,,,X
32,Coffee substitutes,,,X
33,Fruit juices,,,X
34,Baby food,,,X
