,0,1,2,3,4,5,6,7,8,9
0,,,Temperature,,,,,Granulometry,,
1,Region*,Agr.**,Annual,Warmest month,Coldest month,Rainfall,Altitude,Sand,Silt,Clay
2,,(%),C,,,mm year-1,(m),%,,
3,,Basalt,,,,,,,,
4,AR,8,20  1.0,31  1.3,8  1.1,171280,360  175,143.9,19  7.2,67  8.5
5,PY,10,21  0.3,32  0.5,10  0.3,169852,270  232,1731,28 5.1,55  4.3
6,RS-BR,26,18  0.7,28  1.0,9  0.7,1749  173,598  206,911,22  4.2,69  1.3
7,SC-BR,40,17  0.8,28  0.8,7 1.5,1883199,824136,1412,20  4.9,66  14
8,PR-BR,57,17 0.7,27  0.8,6  0.7,175061,943 152,21  9.0,18 5.2,6111
9,MS-BR,67,22  0.2,30  0.1,11  0.1,153624,494  13,30  8.6,10  3.5,60  5.0
10,,Rhyolite/Rhyodacite,Rhyolite/Rhyodacite,,,,,,,
11,RS-BR,50,17  0.5,27  0.7,8  1.0,1703  59,707  78,14  57,30  11,56  12
12,PR-BR,50,16  0.7,26  0.9,6  0.9,1764 25,1168 10,10  5.6,19  1.9,71  3.8
13,,Sedimentary,,,,,,,,
14,SC-BR,100,17  0.2,27  0.3,5  0.2,144857,843 51,2014,26  7.7,54  20
15,PR-BR,60,170.4,27  0.4,6  0.6,151553,81830,24  15,20  7.1,56 14
16,MS-BR,33,22  0.2,31  0.4,11  0.1,1589 18,398  98,44  27,9  5.4,47  22
