,0,1,2
0,Recipe,Food item,Quantities (g)
1,Green pie of Crete,Bladder campion (Silene vulgaris,40
2,,Corn poppy (Papaver rhoeas L.),500
3,,"Dock, curly (Rumex crispus L.)",220
4,,Fennel(Foeniculum vulgare Mill),120
5,,Hartwort (Tordylium apulum),580
6,,"Ivy, ground (Glechoma hederacea)",20
7,,"Leek, wild (Allium ampeloprasum)",160
8,,Plantain (Plantago),30
9,,Queen Anne's lace (Daucus carota,350
10,,Salsify (Tragopogon porrifolius),160
11,,"Sawthistle, annual (Sonchus oleraceus L.)",220
12,,Shepherds needle(Scandix pectin veneris,40
13,,Verbena (Verbena officinalis),20
14,,"Flour, wheat, white, all purpose",800
15,,"Lemon juice,fresh",50
16,,"Tsikoudia, local alcoholic beverage",50
17,,"Salt,table",10
18,,"Pepper,black",5
19,,"Olive oil,extra virgin",500
20,,"Water,tap",500
21,Green pie of Macedonia,Corn poppy (Papaver rhoeas L.),310
22,,Leek (Allium porrum L.),320
23,,Spinach (Spinacia oleracea L.),500
24,,"Sea-beet, wild (Beta vulgaris L. subsp. Maritime Koch)",440
25,,"Dill, fresh (Anethum graveolens L.)",40
26,,Spring onion (Allium cepa L.),210
27,,Onion (Allium cepa L.),210
28,,"Water,tap",320
29,,Corn starch,60
30,,"Flour, wheat, white, all purpose",500
31,,Semolina,200
32,,"Olive oil,extra virgin",337
33,,"Pepper, black",5
34,,"Salt, table",30
35,Green pie of Ipeiros,Spinach (Spinacia oleracea L.),320
36,,"Sea-beet, wild (Beta vulgaris L. subsp. Maritime Koch)",250
37,,"Dock, curly (Rumex crispus L.)",310
38,,Spring onion (Allium cepa L.),150
39,,"Dill, fresh (Anethum graveolens L.)",25
40,,"Parsley, fresh (Petroselinum crispum (Mill) Nyman ex",10
41,,A.W.Hill),
42,,"Feta cheese, crumbled",152
43,,"Egg, chicken, whole",150
44,,Corn starch,80
45,,"Flour, wheat, white, all purpose",500
