,0,1,2,3,4
0,No.,LRI,ElovIa,ElovII,EfovII
1,46,1233 Nerol,0.96,,
2,47,1244 Neral,1.65,,
3,48,1258 Carvone,,0.19,0.28
4,49,1264 Geraniol,38.18,0.05,0.24
5,50,1270 Geranial,2.65,,
6,51,1280 Neryl formate,0.04,,
7,52,1292 Geranyl formate,0.07,,
8,53,"1321 2,3-Epoxy-geranial",0.07,,
9,54,1341 Linalyl acetate,0.05,,
10,55,1354 Geranyl acetate,1.79,,
11,56,1390 -Copaene,,0.85,0.96
12,57,1397 -Bourbonene,0.06,0.05,0.07
13,58,1408 -Elemene,0.05,0.10,0.14
14,59,1441 (E)--Caryophyllene,1.00,0.84,2.39
15,60,1452 (E)--Bergamotene,0.07,1.88,2.88
16,61,1458 -Gurjunene,,0.17,0.52
17,62,1467 (E)--Farnesene,2.05,0.17,0.57
18,63,1476 -Humulene,0.25,2.21,7.84
19,64,1483 y-Muurolene,0.08,,
20,65,1495 Alloaromadendrene,tr,,
21,66,1502 Germacrene D,0.76,1.06,3.00
22,67,1508 Bicyclogermacrene,,0.18,0.47
23,68,1516-Selinene,,0.13,0.39
24,69,1521 -Bisabolene,0.09,,
25,70,1521 -Muurolene,,0.20,0.68
26,71,1533 y-Cadinene,0.03,0.04,0.36
27,72,1538 Calamenene,,0.84,2.65
28,73,1553 -Cadinene,0.05,4.03,18.01
29,74,1568 Nerolidol,0.15,0.04,0.19
30,75,1590 Germacrene D-4-ol,,0.02,0.39
31,76,1600 Caryophyllene oxide,0.12,0.04,0.18
32,77,1623 Humulene oxide,tr,0.06,0.10
33,78,1647 Cubenol,,0.06,0.14
34,79,1658 -Muuorolol,,0.05,0.24
35,80,1679 -Cadinol,,0.24,1.83
36,,Total identified,99.00,99.84,99.50
37,,Hydrocarbons,2.34,0.32,0.49
38,,Monoterpene hydrocarbons,1.00,61.26,24.10
39,,Oxygenated monoterpenes,90.90,25.00,30.91
40,,Sesquiterpene hydrocarbons,4.49,12.75,40.93
41,,Oxygenated sesquiterpenes,0.27,0.51,3.07
