,0,1,2,3,4,5,6,7
0,,"3,4-DHPEA",p-HPEA,"3,4-DHPEA-EDA",p-HPEA-EDA,"3,4-DHPEA-EA",p-HPEA-EA,Sum of phenols
1,PDO oils,,,,,,,
2,Cartoceto,2.500.10,4.20 0.21,213.40 7.07,74.50  4.47,96.204.81,13.700.69,404.50  17.88c
3,Umbria,0.98  0.01,3.000.15,196.40  15.71,136.68  9.57,183.23  10.99,3.01 0.15,523.3020.93b
4,Brisighella,9.31  0.47,9.05  0.23,298.73  23.90,49.69  3.48,228.14  13.69,15.01  0.75,609.93  24.64a
5,Tuscia,8.99  0.45,9.01  0.39,165.88  13.27,47.18  1.30,135.74  8.14,4.010.10,370.81  14.83c
6,Colline Pontine,0.85  0.01,2.73  0.10,135.98  10.88,25.01  1.75,83.2  5.11,4.73  0.20,254.50  10.18d
7,Valle del Belice,9.03  0.45,8.07  0.38,258.45  20.68,63.48  4.44,135.478.13,13.390.70,487.89 19.52b
8,Riviera Ligure,13.95  0.70,9.870.10,135.60  10.89,28.30  1.07,76.10  4.57,7.30  0.10,271.12  10.84d
9,FF oils,,,,,,,
10,Lombardy,3.000.05,7.100.10,246.10 10.20,72.400.10,159.209.40,11.100.56,499.0013.89c
11,Umbria,2.600.10,4.100.05,269.50  12.00,70.500.10,135.20  0.10,10.40  0.52,492.30 11.98c
12,Lazio,3.700.10,4.70 0.40,250.0012.10,33.70  1.30,113.20  3.30,5.40  0.27,410.60  12.66e
13,The Marches,16.500.10,30.00 0.30,164.108.00,70.80 1.30,125.303.20,14.120.70,"420.80  8.79d,e"
14,Abruzzo,5.50  0.30,1.200.10,146.00  8.70,30.70  1.40,354.10  7.40,4.46  0.22,541.9011.53b
15,Campania,7.40  0.40,23.901.80,226.50  28.80,137.500.70,193.70  9.50,22.61  1.13,611.7030.45a
16,Apulia,2.40  0.10,5.800.10,282.00  13.00,85.800.90,186.808.60,12.820.64,575.60  15.62a
17,Calabria,6.900.10,4.300.20,185.806.30,78.70 0.70,154.6012.50,11.610.58,441.8014.00d
18,Sicily,15.400.70,18.30 0.60,105.809.30,48.90  1.00,91.60  5.30,9.40  0.47,289.4010.76f
