,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,1,2,3,4,5,6,7,8,9,10,Mean,SD
1,C10:0,1.17,1.20,0.89,1.58,0.36,1.09,0.26,0.23,0.22,0.90,0.79,0.49
2,C12:0,2.15,2.44,1.98,2.98,0.89,1.22,1.25,0.96,1.56,1.03,1.65,0.71
3,C14:0,11.80,13.20,11.40,11.43,10.33,10.80,11.95,10.88,11.89,10.67,11.43,0.83
4,C16:0,25.70,30.20,28.80,19.72,17.21,20.30,22.60,20.74,22.39,24.10,23.18,4.09
5,C16:1,2.87,3.86,3.91,5.51,5.26,5.51,8.52,8.22,5.70,6.33,5.57,1.81
6,C18:0,13.70,11.30,13.00,12.74,13.15,22.84,11.65,13.66,12.95,13.65,13.86,3.26
7,C18:1,37.70,32.60,35.60,41.02,43.64,34.64,39.23,36.92,37.76,36.21,37.53,3.18
8,C18:2,2.75,3.53,3.19,2.83,5.38,1.78,2.65,0.75,5.57,5.16,3.88,1.49
9,C18:3,1.08,0.95,0.80,0.84,2.27,0.60,0.48,0.75,1.03,0.15,0.90,0.56
10,C20:4,0.93,0.51,0.20,1.16,1.25,1.05,1.21,1.53,0.79,1.57,1.02,0.43
11,others,0.15,0.21,0.23,0.20,0.26,0.18,0.19,0.16,0.15,0.23,0.20,0.04
12,SFA,54.52,58.34,56.07,48.43,41.93,56.25,47.71,46.46,49.01,50.36,50.91,5.21
13,MUFA,40.57,36.46,39.51,46.53,48.90,40.15,47.75,45.14,43.46,42.53,43.10,4.00
14,PUFA,4.76,4.99,4.19,4.84,8.91,3.43,4.34,8.23,7.38,6.89,5.80,1.89
15,PUFA/SFA,0.09,0.09,0.07,0.10,0.21,0.06,0.09,0.18,0.15,0.14,0.12,0.05
16,DFA,59.03,52.75,56.70,64.11,70.96,66.41,63.74,67.03,63.80,63.07,62.76,5.31
17,C18:0+C18:1/C16:0,2.00,1.45,1.69,2.73,3.30,2.83,2.25,2.44,2.26,2.07,2.30,0.55
