,0,1,2,3,4,5,6,7,8,9,10
0,Variety,Yields,Rha,Fuc,Ara,Xyl,Man,Gal,Glc,Gal A,MeOH (DM)
1,Baujade,18.8,9,8,124,52,14,51,338,247,33 (79)
2,Freiberg,18.8,9,8,101,62,16,53,338,238,33 (75)
3,Freiberg,27.0,10,8,88,52,14,80,233,209,28 (73)
4,Golden D.,22.0,11,11,104,63,21,58,349,255,33 (72)
5,Granny Smith,24.5,9,8,126,51,19,59,301,273,36 (71)
6,Greensleeves,17.4,11,89,117,53,11,45,258,236,32 (74)
7,Jolyne,25.2,11,89,117,52,18,50,320,255,37 (80)
8,New Gold,22.3,11,9,98,66,10,65,246,256,33 (71)
9,Newton Pippin,23.0,8,,118,50,16,77,246,237,32 (75)
10,Sinta,22.9,11,9,133,60,22,77,319,236,31 (71)
11,3535,18.4,10,8,119,54,20,54,285,273,33 (72)
12,3535,18.4,9,9,119,59,17,62,308,230,31 (74)
13,SDM,0.07,0.1,0.1,1.1,0.5,0.2,0.5,2.6,2.6,0.1 (0.8)
