,0,1,2,3,4,5,6
0,,,Digestible (g),,Bioaccessible(mg),,
1,Samples,,Digestible (g),,,,
2,,,Starch,Protein,Fe,Zn,Ca
3,A. Distilled water (Control),PC,33.95*0.51b,16.27  1.03a,1.97*0.07c,1.05 0.01c,28.580.51a
4,A. Distilled water (Control),MC,34.24*0.84b,15.22  0.15b,1.84 0.10c,0.93  0.02c,29.930.48a
5,B.with 100 mg Fe,PC,34.52*0.50b,17.47  0.51a,6.44  0.34b,0.910.01,25.06**0.50c
6,B.with 100 mg Fe,MC,35.32***0.00a,16.30  0.49a,6.29*0.23b,1.01  0.03c,27.65**0.59b
7,C.with 200 mg Fe,PC,35.65*1.02a,17.89*0.00a,10.86**0.19a,0.91*0.01,23.18 0.47c
8,C.with 200 mg Fe,MC,33.83**0.74b,16.34  0.44a,10.17  0.54a,0.89*0.01c,24.08  0.00c
9,D.with 50 mg Zn,PC,35.17*0.00a,16.84  0.24a,1.89  0.00c,2.86  0.07b,28.68  0.47a
10,D.with 50 mg Zn,MC,36.10*1.12a,16.00  0.30a,1.670.06,2.98  0.06b,27.20  0.42bc
11,E.with 100 mg Zn,PC,37.96*0.73a,18.13  0.17a,1.650.06,4.90*0.12a,30.05**0.38a
12,E.with 100 mg Zn,MC,36.59*0.72a,16.57  0.48a,1.64  0.03c,4.78 0.13a,29.70*0.48a
13,,,Percent digestibility / bioaccessibility of nutrients,Percent digestibility / bioaccessibility of nutrients,,,
14,,PC,74.21  1.09a,78.60  4.98b,34.01  1.21b,49.58  1.24b,77.82  1.39a
15,A. Distilled water (Control),MC,73.86  1.75a,73.38  0.72c,32.23  1.89bc,48.52  1.39b,76.37  1.27a
16,,PC,73.55  1.06a,81.24  2.40b,41.83  2.27a,46.40  0.60b,72.89  1.44a
17,B.with 100 mg Fe,MC,76.34 0.00a,75.49  2.27bc,39.32  1.48a,45.80  1.5ob,74.53 1.57a
18,C.with 200 mg Fe,PC,74.872.13a,82.06  0.00b,43.70  0.81a,45.26  0.85b,70.80  1.46b
19,C.with 200 mg Fe,MC,72.411.60a,79.28  2.13b,42.56  2.24a,46.00  0.60b,70.20  0.00b
20,D.with 50 mg Zn,PC,73.240.00a,81.05  1.23b,33.70  0.00b,48.96  1.25b,70.72  1.17b
21,D.with 50 mg Zn,MC,75.40  2.21a,77.42  1.42bc,30.81  1.20bc,49.17  1.06b,69.38  1.08b
22,E.with 100 mg Zn,PC,76.5 1.50a,87.99  1.68a,28.37  1.03c,56.71  1.39a,69.12  0.88b
23,E.with 100 mg Zn,MC,73.66  1.46a,79.30*2.32b,27.58  0.54c,58.51 1.69a,67.94  1.10b
