,0,1,2,3,4,5,6,7,8,9,10
0,Properties,Putrescine,Storage duration days,Storage duration days,,,,,,,
1,,"treatments, mM",Harvest,20,40,60,80,100,120,140,Mean
2,L*,Control,50.5  0.21,47.0  0.32,47.50.67,45.5  0.38,47.4  0.27,46.50.50,45.7  0.54,45.6  0.18,46.4
3,,,a*,abc,ab,b-f,ab,a-d,b-e,b-f,0.91A**
4,,0.4,,46.0  4.07,44.1  1.65,45.1  2.11,44.4 1.51,44.6 0.45,45.7  0.57,45.9  0.77,45.1 1.80 B
5,,,,b-e,b-g,b-f,b-g,b-g,b-e,b-e,
6,,0.8,,45.42.15,44.21.01,43.20.75,44.41.04,43.6 0.57,42.3 0.46,41.90.29,43.6 1.46 C
7,,,,b-f,b-g,b-g,b-g,b-g,d-g,efg,
8,,1.2,,44.7  1.80,43.0,45.50.95,42.8,42.8,42.8  0.36,43.1,43.51.45 C
9,,,,b-g,0.25c-g,b-f,1.53c-g, 0.48c-g,d-g,1.65c-g,
10,,1.6,,42.10.83,43.4 2.84,43.91.38,43.8  0.66,42.6 0.45,42.3  0.42,42.0  1.44,42.8 1.39
11,,,,efg,b-g,b-g,b-g,d-g,d-g,efg,CD
12,,2.0,,41.81.45,42.8  0.79,43.9  2.54,40.7,41.4  0.62,41.3  0.60,41.9 1.18,41.91.47D
13,,,,efg,d-g,b-g,0.56 g,fg,fg,efg,
14,,Mean,,44.5  2.67,44.1,44.5,43.9,43.5,43.3,43.3,
15,,,,Ans, 2.04 A,1.59 A, 2.24 A,1.74 A,1.81 A,1.97 A,
16,a*,Control,11.5 0.61,10.9  0.46,10.9  0.77,11.3 0.50,11.8  0.20,11.6  0.47,11.8  0.52,12.6  0.20,11.5
17,,,abc**,abc,abc,abc,abc,abc,abc,a,0.69 A*
18,,0.4,,10.6  0.75,10.5 0.70,11.10.51,11.4  0.60,11.2  0.17,11.0  0.22,10.9  1.16,10.9  0.63
19,,,,bc,bc,abc,abc,abc,abc,abc,AB
20,,0.8,,10.4,10.1,11.40.46,11.50.11,11.80.29,11.2 0.39,11.70.84,11.10.76
21,,,, 0.70c, 0.65c,abc,abc,abc,abc,abc,AB
22,,1.2,,11.30.85,10.4,10.6 1.04,11.4  0.77,11.50.39,11.50.45,11.60.47,11.10.74
23,,,,abc,0.50c,bc.,abc,abc,abc,abe,AB
24,,1.6,,11.4 0.52,10.6  0.54,10.80.44,11.0  0.71,10.9 0.13,11.6  0.47,12.3  0.68,11.2  0.70
25,,,,abc,be,abc,abc,abc,abc,ab,AB
26,,2.0,,11.10.18,10.2,11.4 0.76,10.3,10.7 0.33,11.0  0.27,11.0  0.82,10.8 0.58 B
27,,,,abc,0.39c,abc,0.24c,abc,abc,abc,
28,,Mean,,10.90.64,10.4,11.10.65,11.26,11.2 0.46,11.3 0.47,11.6,
