,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Food,x,Sodium,Sodium,,Median Meangsd(n),Median Meangsd(n),,Calcium,Mcdian Hcansd(n,,Mcdian Hcantad(n,,Mcdi an Hcond(n,Mcdi an Hcond(n
1,pepperrow,95.2,1,1128,1128,1771783026,1771783026,1010227,1010227,1010227,2121327,2121327,11.0 10.61.828,11.0 10.61.828,11.0 10.61.828
2,"Summer squash,",,,,,,,,,,,,,,
3,boiled,87.8,,,27,161170+5228,161170+5228,21,22627,22627,29,29627},15.415.23.328,15.415.23.328,15.415.23.328
4,"Winter squash,",,,,,,,,,,,,,,
5,"fresh/frozen,",,,,,,,,,,,,,,
6,boiled,88.7,,,1(28,2112107826,2112107826,21,21527,21527,27,27827,8.017.74.728,8.017.74.728,8.017.74.728
7,"pared,raw",97.0,2,2,1(28,1471502725,1471502725,14,14,4(27,21,21427,11.811.51.828,11.811.51.828,11.811.51.828
8,Picktedil,93.9,945,920179(28),920179(28),87,872725,36,36,9(27),12,12327,6.7,7.12.128,7.12.128
9,"Avocado,raw",93.9,,,,,498 499124(28,,,9(27),,441227,,29.7 29.45.528,
10,,77.5,5,6+,3(28,498 499124(28,498 499124(28,12,12,2(27),43,441227,29.7 29.45.528,29.7 29.45.528,29.7 29.45.528
11,"frozen, boiled",71.9,0,,0(28,1882125428,1882125428,3,3,1(27),71,75+1527,25.926.17.628,25.926.17.628,25.926.17.628
12,Corncanned,77.3,,191 1865628),191 1865628),141143128,141143128,4,4,2(27,48,48327,15151978,15151978,15151978
13,canned,81.1,265,2656428,2656428,1181222228,1181222228,4,4+,1(27,40,41727,14.9,15.5,2.128
14,"Mixed vegetables,",,,,,166,,,,,30,305(27,,11.811.72,
15,canned,93.0,239,233,9(26,166,1663228,31,30,6(27),30,305(27,11.811.72,11.811.72,2.028
16,,91.8,345,356,8828,102104+3028,102104+3028,8,8227,8227,52,8(27),6.9,6.7,1.228
17,"Fruits,fruit_juices","Fruits,fruit_juices",,,,,,,,,,,,,
18,"Apple,red,raw",85.1,1,1,1(28,105,1041428,S,6,1(27),,91(27,5.4,5.30.628,5.30.628
19,"Applesauce,",,,1,,,,,,,,,,,
20,canned,61.1,5,5,2(28,77,77828,,3.,0(27),6,127,2.7,2.90.428,2.90.428
21,canned/bottled 89.5,canned/bottled 89.5,3,4,328,101,10016(28,,7,327,1,7127,5.1,5.01.128,5.01.128
22,"Banana,ra",,,4,,,,,,,,22227,,,
23,,74.1,0,,0(28),371,3624028,6,6,127,22,22227,29.9 30.02.828,29.9 30.02.828,29.9 30.02.828
24,"Pear,ram",,,,,116,,,,,,11127,7.0,,7.10.828
25,,84.0,0,,028},116,1191528,10,10,2(27),11,11127,7.0,7.10.828,7.10.828
26,syrup.canned,83.8,5,5,128,64,65628,,5,1(27,6,127,4.1,4.20.428,4.20.428
27,Fruit cocktail,,,,,,,,,,,,,,
28,in heavy syrup,,,,,96,98928,,,7127,10,101(27,5.4,5.50.628,
29,canned,81.9,5,,1(28,96,98928,6,7127,7127,10,101(27,5.4,5.50.628,5.50.628
30,"valencia,raw",88.1,0,,028,170 1652728,170 1652728,40,40,9(27),20,20427,11.7 1.72.028,11.7 1.72.028,11.7 1.72.028
31,"frozen,",,,,,,170 1652728,,,,,20427,,,
