,0,1,2,3,4,5,6,7
0,variety,potato section,section,total phenol, total flavonoid,DPPH,ABTS,FRAP
1,,,No.,(g/mg dry wt),(g/mg dry wt),ICso(g/g),ICso(g/g),(mM/mg)
2,Superior,Peel A,PA1,10710,4.47  1.1,1694,8999,0.26  0.02
3,,Peel B,PB1,1096,4.80  0.35,4105,837 7,0.34  0.08
4,,Peel C,PC1,10111,6.02  0.37,2073,1170  6,0.25  0.04
5,Superior,Cortex A,CA1,113  12,2.7  1.2,3882,123010,0.06  0.00
6,,Cortex B,CC1,102  13,2.75  0.37,388 3,925  14,0.08  0.02
7,,Cortex C,CC1,83  12,3.55  0.10,409 2,1260  9,0.08  0.01
8,Atlantic,Cortex B,CD2,71.9  7.5,3.08  0.26,422  3.0,1970 10,0.08  0.01
9,Goun,Cortex B,CD2,91.2  8.4,2.66  0.54,445  2,1120  20,0.04  0.01
10,K1,Cortex B,CD3,71.5  9.6,3.7  1.0,384 4,1660 5,0.08  0.02
11,K20,Cortex B,CD4,76.2  7.1,4.14  0.94,661  2,11302,0.05  0.01
12,K30,Cortex B,CD5,85.7  9.8,3.96  0.74,356  4,904  5,0.10  0.02
13,Atlantic,Whole,PW1,69.8  7.0,5.21  0.24,324  4,1420  2,0.14  0.03
14,Goun,Whole,PW2,71.8  3.2,4.98  0.10,357  8,133020,0.12  0.00
15,K1,Whole,PW3,103.7  5.1,4.2  1.0,243  3,824  12,0.17  0.01
16,K20,Whole,PW4,88.3  3.4,4.47  0.61,269 3,917  5,0.19  0.02
17,K30,Whole,PW5,93.7  8.8,6.44  0.70,3021,822  6,0.30  0.02
