,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food,Water,,Meansd(n),Zinc,Median Meansd(n,Median,Copper,Kedien,Manganese,Median,Meansd(n,Todine
1,,%,Median,Meansd(n),Median Meansd(n,Median Meansd(n,Median,Meansd(n),Kedien,Meansd(n),Median,Meansd(n,Median Meensd(n
2,pepperra,95.2,0.32,0.340.0828,0.13 0.140.0528,0.13 0.140.0528,0.069,0.0740.02828,0.120,0.126+0.05028,0.0000.0000.00028,0.0000.0000.00028,0.0000.0010.001(28
3,"Stresh/frozen,",,,,,,,,,,,,
4,boiled,87.8,0.34,0.370.1528,0.21,0.220.0628,0.0550.0620.02228,0.0550.0620.02228,0.156,0.1560.04028,0.0000.0000.000280.0000.0010.001(28),0.0000.0000.000280.0000.0010.001(28),0.0000.0000.000280.0000.0010.001(28)
5,"hubberd/acorn,",,,,,,,,,,,,
6,boiled,88.7,0.30,0.310.12(28,0.23,0.26+0.11(28,0.046,0.0500.02028,0.163,0.167+0.07528,0.0000.000+0.000280.0000.0000.001(28,0.0000.000+0.000280.0000.0000.001(28,0.0000.000+0.000280.0000.0000.001(28
7,rax,97.0,0.17,0.170.05(28,0.12,0.13+0.0328,0.030,0.0320.01228,0.079,0.086+0.026280.0000.000+0.000280.0000.0050.02328,0.086+0.026280.0000.000+0.000280.0000.0050.02328,0.086+0.026280.0000.000+0.000280.0000.0050.02328,0.086+0.026280.0000.000+0.000280.0000.0050.02328
8,,93.9,0.37,0.390.1428,0.09 0.110.0628,0.09 0.110.0628,0.0370.0350.012(27),0.0370.0350.012(27),0.044,0.048+0.022280.0000.0000.000280.0000.0030.00728,0.048+0.022280.0000.0000.000280.0000.0030.00728,0.048+0.022280.0000.0000.000280.0000.0030.00728,
9,,77.5,0.50,.490.1928,0.65,0.670.23(28,0.228,.2320.07428,0.163,0.1600.059280.0000.000+0.000280.0000.0010.00428,0.1600.059280.0000.000+0.000280.0000.0010.00428,0.1600.059280.0000.000+0.000280.0000.0010.00428,0.1600.059280.0000.000+0.000280.0000.0010.00428
10,frozenboiled 71.9,frozenboiled 71.9,0.46,0.440.0928),0.60,0.610.1728,0.045,0.0470.016(27,0.157,0.158+0.046280.0000.0000.000280.0020.0070.01728,0.158+0.046280.0000.0000.000280.0020.0070.01728,0.158+0.046280.0000.0000.000280.0020.0070.01728,0.158+0.046280.0000.0000.000280.0020.0070.01728
11,"Corn, canned",77.3,,,,,0.030,0.0290.01127,0.081,,,,
12,,77.3,0.36,0.370.1128,0.39,0.410.07(28,0.030,0.0290.01127,0.081,0.0850.023(280.000 0.0000.00028 0.004 0.0090.01028,0.0850.023(280.000 0.0000.00028 0.004 0.0090.01028,0.0850.023(280.000 0.0000.00028 0.004 0.0090.01028,
13,corn canned,81.1,0.32,0.33+0.1128,0.52,0.58+0.1928,0.027 0.0230.01027),0.027 0.0230.01027),0.069,0.0710.016280.0000.000+0.001(280.0020.0130.033(28),0.0710.016280.0000.000+0.001(280.0020.0130.033(28),0.0710.016280.0000.000+0.001(280.0020.0130.033(28),
14,tables.canned 93.0,tables.canned 93.0,0.65,0.770.31(26,0.33,0.350.1028,0.041,0.0420.01228,.116,0.120+0.022{280.0000.000+0.000280.0000.002+0.00328,0.120+0.022{280.0000.000+0.000280.0000.002+0.00328,0.120+0.022{280.0000.000+0.000280.0000.002+0.00328,
15,canned,91.8,0.77,0.890.5228,0.68,0.690.17(28,0.236,0.2490.05828,0.047,0.0S6+0.040(28,0.0000.0010.00228,0.0000.0010.00228,0.0000.0050.0828)
16,"Apple,red,rav",Eruit fruit juices,,,,,,,,,,,
17,"Applesauce,",85.1,0.12,0.140.0928,0.02 0.020.02(28),0.02 0.020.02(28),0.029,0.0290.01128,0.035,0.0340.007(280.0000.0090.000280.0000.0010.00228,0.0340.007(280.0000.0090.000280.0000.0010.00228,0.0340.007(280.0000.0090.000280.0000.0010.00228,
18,"Sweetened,",,,,,,0.029,0.0280.00728,0.020,,,,
19,canned,81.1,0.36,0.600.9828,0.01,0.020.0228),0.029,0.0280.00728,0.020,,,D.0230.007(28) 0.000 0.0000.000(28) 0.000 0.0000.00128,
20,canned/bottled 8y.5,canned/bottled 8y.5,0.58,0.44.2628),0.04,0.04+0.0228,0.010,0.011000628,0.151,0.1610.106280.0000.0000.00028,0.1610.106280.0000.0000.00028,0.1610.106280.0000.0000.00028,0.0020.0030.0S28
21,,74.1,0.28,0.310.0828,0.170.180.0528,0.170.180.0528,0.121,0.1240.03228,0.258,0.2550.116280.0000.0000.001280.0000.0020.00928,0.2550.116280.0000.0000.001280.0000.0020.00928,0.2550.116280.0000.0000.001280.0000.0020.00928,
22,,84.0,0.13,0.140.0S28,0.100.110.0528,0.100.110.0528,0.0820.086+0.01828,0.0820.086+0.01828,0.067,0.06B+0.019280.000 0.000+0.000280.000 0.0010.00228,0.06B+0.019280.000 0.000+0.000280.000 0.0010.00228,0.06B+0.019280.000 0.000+0.000280.000 0.0010.00228,
23,Fear in heawy,84.0,,,,0.050.070.09(28,,,,,,,
24,"syrup,canned",83.8,0.36,0.39+0.2028,0.050.070.09(28,0.050.070.09(28,0.0390.0400.00928,0.0390.0400.00928,,0.027D.0250.006280.000.0000.000280.0000.0010.00328,0.027D.0250.006280.000.0000.000280.0000.0010.00328,0.027D.0250.006280.000.0000.000280.0000.0010.00328,
25,Fruit cocktail,,,,,,,,,,,,
26,canned,81.9,0.31,.360.2128,0.060.050.0228,0.060.050.0228,0.0590.0610.017(28,0.0590.0610.017(28,,0.0950.100+0.031280.0000.000+0.000280.0350.035+0.01328,0.0950.100+0.031280.0000.000+0.000280.0350.035+0.01328,0.0950.100+0.031280.0000.000+0.000280.0350.035+0.01328,
