,0,1,2,3,4,5,6,7
0,,Fructosea,Glucose,Maltose,Maltotriose,Sucrose,Others,13C%
1,Cereal starch hydrolysate-1,19%,37%,26%,21%,n.d.,8%,22.78
2,Cereal starch hydrolysate-2,9%,17%,43%,21%,n.d.,10%,25.12
3,Cereal starch hydrolysate-3,22%,39%,21%,9%,n.d.,9%,23.73
4,Cereal starch hydrolysate-4,23%,32%,n.d.,n.d.,39%,6%,26.26
5,Organic sugar beet,n.d.b,n.d.,n.d.,n.d.,89%,11%,26.54
6,Organic sugar cane-1,n.d.,n.d.,n.d.,n.d.,100%,n.d.,-11.14
7,Organic sugar cane-2,n.d.,n.d.,n.d.,n.d.,100%,n.d.,11.57
8,Corn hydrolysate-1,n.d.,30%,37%,23%,n.d.,10%,11.48
9,Corn hydrolysate-2,n.d.,28%,35%,25%,n.d.,12%,11.48
