,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,,,Ayoyo vegetable,,,,,Bra vegetable,Bra vegetable,,,,
1,,WHO,Rfdose,Average,EDD (mg kg~1,EDD (mg kg~1,HQ,,Average,,EDD (mg kg-1,EDD (mg kg-1,HQ,
2,Element,guidelines,(mg kg-1,concentration (mg,day-1,,,,concentration (mg,concentration (mg,day~1),,,
3,Element,(mg kg-1),day-1,kg-1dw),,,,,kg-1dw),,,,,
4,,(mg kg-1),,Dry,Wet,Dry,Wet,Dry,Wet,Dry,Wet,Dry,Wet,Dry
5,,,,season,season,season,season,season,season,season,season,season,season,season
6,Mg,,420,1560,0.240,0.215,5.70E-,5.13E-,1380,1210,0.190,0.167,4.53E-,3.97E-
7,Ca,,,,,,04,04,,,,,04,04
8,Ca,,1000,2580,0.157,0.355,1.57E-,3.55E-,1130,2570,0.156,0.354,1.56E-,3.54E-
9,,,,,,,04,04,,,,,04,04
10,K,-,4700,"20,500",2.75,2.83,5.84E-,6.01E-,6360,9030,0.875,1.24,1.86E-,2.65E-
11,,,,,,,04,04,,,,,04,04
12,P,,700,2210,0.286,0.304,4.09E-,4.34E-,1240,1260,0.171,0.173,2.44E-,2.47E-
13,,,,,,,04,04,,,,,04,04
14,B,-,-,11.0,0.0016,0.0015,-,-,11.5,10.7,0.0016,0.0015,,-
15,Na,-,1500,163,0.0107,0.0224,7.10E-,1.50E-,108,155,0.0149,0.021,9.93E-,1.42E-
16,,,,,,,06,05,,,,,06,05
17,Cr,5,0.035,4.74,0.0044,0.0007,0.1260,0.0187,4.45,4.25,0.0006,0.0006,0.0175,0.0167
18,Mn,500,2.0,91.7,0.0088,0.0126,4.39E-,6.31E-,210,308,0.0289,0.042,0.0144,0.0212
19,,,,,,,03,03,,,,,,
20,Fe,450,18.0,115,0.0509,0.0158,2.82E-,8.77E-,159,115,0.0219,0.016,1.22E-,8.76E-
21,,,,,,,03,04,,,,,03,04
22,Co,,,8.03,0.0005,0.0011,,,3.10,9.59,0.0004,0.0013,,
23,Ni,-,0.020,10.3,0.0003,0.0014,1.39E-,0.0709,1.45,8.51,0.0002,0.0012,0.010,0.0586
24,,,,,,,02,,,,,,,
25,Cu,40,0.9,20.2,0.0011,0.0028,1.18E-,3.09E-,1.01,10.4,0.0001,0.0014,1.54E-,1.59E-
26,,,,,,0.0048,03,03,,,,0.0048,04,03
27,Zn,60,11.0,35.0,0.0031,0.0048,2.78E-,4.38E-,10.1,35.0,0.0014,0.0048,1.26E-,4.38E-
28,,,,,,,04,04,,,,,04,04
29,Mo,,0.045,3.17,0.0002,0.0004,4.58E-,9.70E-,1.97,2.76,0.0003,0.0004,6.02E-,8.45E-
30,,,,,,,03,03,,,,,03,03
31,As,0.5,0.003,19.6,0.0018,0.0027,0.613,0.905,22.4,32.1,0.0072,0.0044,2.40,1.48
32,Cd,0.2,0.025,31.4,0.0006,0.0043,0.0249,0.173,4.63,31.2,0.0015,0.0043,0.059,0.172
33,Sb,-,,37.2,0.0026,0.0051,-,-,17.0,19.4,0.0055,0.0027,,
34,Ba,,,90.4,0.0093,0.0124,-,,119,98.5,0.0384,0.0136,,
35,Pb,0.3,0.015,39.0,0.0006,0.0054,0.0371,0.358,3.20,28.4,0.0010,0.0039,0.0686,0.261
