,0,1,2,3,4,5,6,7,8,9
0,,,,,,Concentration g/100 gfresh wt.,Concentration g/100 gfresh wt.,Concentration g/100 gfresh wt.,,
1,Vegetable,N,Water,Fructose,Glucose,Sucrose,Malic acid,Citric acid,Total sugarsa,Total acidsb
2,Vegetable,N,%,Mean,Mean,Mean,Mean,Mean,Mean,Mean
3,,,,Range,Range,Range,Range,Range,Range,Range
4,Tomato,34,"94,2",1.25,1.00,0.02,0.05,0.32,2.27,0.37
5,,,,0.75-1.87,0.53-1.66,0.00-0.17,0.00-0.16,0.13-0.57,1.30-3.47,0.15-0.68
6,Carrote,18,"89,6",1.36,1.41,2.56,0.24,0.01,5.33,0.30*
7,,,,0.69-2.22,0.71-2.27,1.32-4.53,0.11-0.39,0.00-0.07,3.38-7.17,0.12-0.46
8,Onion,15,"87,6",0.76,1.08,1.48,0.19,0.02,3.32,0.21
9,,,,0.19-1.80,0.41-1.75,0.74-2.31,0.06-0.39,0.00-0.11,2.18-4.76,0.08-0.41
10,- imported,2,"88,2",0.94,1.64,2.04,0.19,0.01,4.62,0.21
11,,,,0.93-9.94,1.53-1.75,1.77-2.31,0.17-0.22,0.01-0.02,4.46-4.76,0.18-0.24
12,"""domestic",13,"87,5",0.74,0.99,1.39,0.19,0.02,3.12,0.21
13,,,,0.19-1.80,0.41-1.58,0.74-2.01,0.06-0.39,0.00-0.11,2.18-4.51,0.08-0.41
14,Lettuce,50,"96,4",0.48,0.40,0.10,0.13,trd,0.98,0.14
15,,,,0.10-1.13,0.06-1.26,0.02-0.79,0.00-0.42,tr,0.18-2.28,0.02-0.43
16,- imported,5,"96,0",0.92,0.85,0.16,0.10,tr,1.93,0.12
17,,,,0.74-1.12,0.57-1.26,0.11-0.21,0.00-0.17,,1.41-2.27,0.02-0.18
18,-domestic,45,"96,6",0.43,0.35,0.09,0.13,,0.87,0.14
19,,,,0.10-0.82,0.06-0.73,0.02-0.79,0.01-0.42,tr,0.18-1.63,"0,02-0,43"
20,Chinese cabbage,15,"94,5",0.50,0.64,0.04,0.04,,1.18,0.04
21,,,,0.35-0.66,0.41-0.79,0.02-0.06,0.00-0.11,tr,0.85-1.51,0.00-0.11
22,- imported,4,"91,9",0.42,0.51,0.04,0.07,tr,0.97,0.07
23,,,,0.35-0.53,0.41-0.67,0.03-0.05,0.05-0.11,tr,0.85-1.23,0.05-0.11
24,domestic,11,"95,2",0.54,0.69,0.04,0.02,ur,1.27,0.02
25,,,,0.39-0.66,0.55-0.79,0.02-0.06,0.00-0.06,tr,0.96-1.51,0.00-0.06
26,Cabbage,9,"90,6",1.75,1.92,0.46,0.14,0.07,4.13,0.21
27,,,,1.47-2.23,1.62-2.54,0.21-1.20,0.08-0.21,0.00-0.25,3.45-4.97,0.13-0.42
28,Cauliflower,23,"92,4",0.74,0.70,0.28,0.21,0.02,1.72,0.23
29,,,,0.49-1.09,0.41-1.01,0.07-0.94,0.10-0.36,0.00-0.05,1.02-2.42,0.11-0.39
