,0,1,2,3,4,5
0,Sample,Trace element,Measuredb (gL-1),Added(gL-1),FoundbgL-1),Recovery (%)
1,Tap water,Cu,10.0  0.3,2,12.1  0.1,105
2,,Pb,<LODa,20,21.1  1.6,105
3,,Cd,<LODa,1.5,1.510.07,100
4,,Ni,<LODa,8.0,8.20  0.37,102
5,,Mn,2.03  0.09,2,4.02  0.09,99.6
6,,Co,<LODa,5,4.98  0.23,99.5
7,River water,Cu,1.32  0.12,2,3.29  0.12,98.6
8,,Pb,<LODa,20,19.8  1.1,98.8
9,,Cd,<LODa,1.5,1.55  0.07,97.1
10,,Ni,<LODa,8.0,7.77  0.37,97.1
11,,Co,<LODa,2,32.5  0.3,96.9
12,,Co,<LODa,5,4.84  0.39,96.9
13,Seawater,Cu,1.66  0.12,2,20.4  1.1,105
14,,Pb,<LODa,20,20.4  1.1,102
15,,Cd,<LODa,1.5,1.47  0.11,98.1
16,,Ni,<LODa,8.0,7.55  0.37,94.4
17,,Co,1.43  0.09,2,3.37  0.19,96.9
18,,Co,<LODa,5,4.71  0.23,94.2
