,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,,Triterpenoids (mg/100 g dm,Triterpenoids (mg/100 g dm,Triterpenoids (mg/100 g dm,Triterpenoids (mg/100 g dm,,,,,,,,
1,,,Maslinic acid,Maslinic acid,Pomolic acid,Pomolic acid,Corosolic acid,Corosolic acid,Betulinic acid,Oleanolic acid,Ursolic acid,Betulin,,
2,,R(min),5.946,5.946,6.087,,6.359,,8.781,11.248,13.591,14.185,,
3,,Amaxnm,200,,194,,200,,205,212,214,204,,
4,MS [M-H],Exact mass,471.3553,471.3553,471.3553,471.3553,471.3553,,455.3603,455.3603,455.3603,441.3811,,
5,(m/z,Accurate mass,471.3001,471.3001,471.3012,471.3012,471.3005,,455.2998,455.2988,455.2988,441.3098,Total,
6,Mass error (ppm),,-117.1,-117.1,-114.8,,-116.3,,-132.9,-135.1,-135.1,-161.5,,
7,No.,Fractions and,C3oH4gO4,C3oH4gO4,C3oH4gO4,C3oH4gO4,C3oH4gO4,,C3oH48O3,C3oH4gO3,C3oH4gO3,C3oH5oO2,,
8,,cultivars,,,,,,,,,,,,
9,3,Luczistaja,1.970.15n-,1.970.15n-,6.66  0.94,6.66  0.94,10.90  1.48,10.90  1.48,1.77  0.04 e,3.800.15g,3.83  0.28,0.980.25ef,30.70  2.90,30.70  2.90
10,,,q,,mn,,bc,,,i,h,,hi,
11,4,Maryja,2.12 0.16 n-,2.12 0.16 n-,7.57  0.82,7.57  0.82,11.351.03,11.351.03,1.92  0.04,3.76  0.25 g-,4.390.33,0.420.14 f,32.422.24,32.422.24
12,,,p,,Im,,ab,,de,i,gh,,fg,
13,5,Podarok Sadu,2.850.17L-,2.850.17L-,10.411.20,10.411.20,11.40  1.00,11.40  1.00,1.89  0.03,3.190.14 kl,2.79  0.25 i,0.31 0.18 f,33.88  2.91,33.88  2.91
14,,,0,,j-1,,ab,,de,,,,f,
15,6,Prozrocznaja,2.33  0.20,2.33  0.20,7.77  0.95,7.77  0.95,11.47 0.95,11.47 0.95,2.30  0.09,4.10 0.30 ef,6.04 0.40,0.570.16f,35.33  2.05,35.33  2.05
16,,,no,,Im,,ab,,be,,ef,,f,
17,7,Tatiana,2.82 0.23L-,2.82 0.23L-,11.560.99,11.560.99,11.771.27,11.771.27,2.190.10c,4.040.41 e-,4.810.31 g,0.540.23f,39.09  2.16,39.09  2.16
18,,,0,,i-k,,a,,,,,,f,
19,Leaves,,,,,,,,,,,,,
20,1,Bot.-Ljubitel.,0.59 0.18,0.59 0.18,2.340.23,2.340.23,3.31  0.38 o,3.31  0.38 o,0.670.121-,0.66  0.14,1.050.11,1.48  0.14 e,10.401.59,10.401.59
21,,,qr,,op,,,,n,xy,jk,,0,
22,2,Golden Rain,0.55  0.21 g,0.55  0.21 g,2.170.28,2.170.28,2.99  0.24 o,2.99  0.24 o,0.370.05p-,0.610.12,9.140.63a,1.260.17 e,17.32  1.88,17.32  1.88
23,,,,,op,,,,r,xy,,,no,
24,3,Luczistaja,0.690.10p-,0.690.10p-,2.60  0.30,2.60  0.30,4.02  0.30,4.02  0.30,0.53  0.03,0.71  0.13,6.77  0.59,1.170.08 e,16.711.53,16.711.53
25,,,r,,op,,mn,,no,xy,d,,no,
26,4,Maryja,0.350.14r,0.350.14r,1.190.19 p,1.190.19 p,3.610.28,3.610.28,0.330.05q-,0.55 0.20,5.45 0.52 f,1.410.14e,13.071.47,13.071.47
27,,,,,,,,,,xy,,,0,
28,5,Podarok Sadu,0.480.19 r,0.480.19 r,1.91 0.27op,1.91 0.27op,3.290.31 o,3.290.31 o,0.770.06i-1,0.640.18,6.100.58e,0.830.11 ef,14.321.50,14.321.50
29,,,,,,,,,,xy,,,0,
30,6,Prozrocznaja,0.53  0.23,0.53  0.23,2.050.29,2.050.29,3.43  0.26 o,3.43  0.26 o,0.880.06,0.51 0.18 y,6.150.51 e,1.100.15e,14.91 1.48,14.91 1.48
31,,,qr,,op,,,,,,,,no,
32,7,Tatiana,0.370.10r,0.370.10r,1.620.18,1.620.18,3.090.21 ,3.090.21 ,0.390.05 p-,0.72  0.10,9.00  0.55,0.92 0.16 ef,16.281.79,16.281.79
33,,,,,op,,,,r,xy,ab,,no,
34,,Tukey's multiple comparison,Tukey's multiple comparison,Tukey's multiple comparison,,,,,,,,,,
35,Skins,5.15 BC,,21.45 B,,8.99 C,,0.66 C,,4.73 A,6.45A,13.27 A,,62.26 B
36,Flesh,11.06 A,,43.08 A,,9.70 B,,0.87 C,,2.65C,0.46 D,0.74 BC,,69.61 A
37,Endocarp,4.50 CD,,17.81 C,,5.21E,,0.29 D,,1.41 D,1.31 C,0.31 D,,31.30 C
38,Seeds,3.22 DE,,15.19 D,,6.67 D,,1.77 B,,1.85 D,0.39 D,0.28 D,,30.21 C
39,Branches,2.43 E,,8.95E,,10.94 A,,1.93 A,,3.71 B,4.28 B,0.60 CD,,33.75 C
40,Leaves,0.51 F,,1.98 F,,3.39F,,0.56 CD,0.56 CD,0.63 E,6.24 A,1.17 B,,14.72 D
