,0,1,2
0,Species,,
1,Nuts,,
2,Almond (Prunus dulcis),hazelnut (Corylus avellana,pecan nut (Carya illinoinensis)
3,brazil nut (Bertholletia excelsa),macadamia (Macadamia integrifolia),pine nut (Pinus pinea)
4,cashew nut (Anacardium occidentale),peanut (Arachis hypogaea),pistachio (Pistacia vera)
5,Vegetal Species,,
6,anise (Pimpinella anisum),flaxseed (Linum usitatissimum),pineapple (Ananas comosus)
7,apple (Malus domestica),garlic (Allium sativum),plum (Prunus domestica)
8,apricot (Prunus armeniaca),kiwifruit Actinidia deliciosa),pomegranate (Punica granatum)
9,asparagus (Asparagus officinalis),lentil (Lens culinaris,poppy seed (Papaver rhoeas)
10,aubergine (Solanum melongena),lupine (Lupinus albus),pumpkin seed (Cucurbita maxima)
11,banana (Musa acuminata),maize(Zea mays),quinoa (Chenopodium quinoa)
12,barley (Hordeum vulgare),mandarin orange (Citrus reticulata),rice (Oryza sativa)
13,blackberry (Rubus ulmifolius),melon (Cucumis melo),rye(Secale cereale)
14,brown sugar (Saccharum officinarum),oats (Avena sativa),sesame (Sesamum indicum)
15,carrot (Daucus carota),olive (Olea europaea),soya (Glicine max)
16,cherry (Prunus avium),onion (Allium cepa),sunflower seed (Helianthus annuus)
17,chia (Salvia hispanica),orange (Citrus sinensis),tiger nut (Cyperus esculentus)
18,chickpea (Cicer arietinum),paprika (Capsicum annuum),tomato (Solanum lycopersicum)
19,cinnamon (Cinnamomum verum),pea (Pisum sativum),vanilla (Vanilla planifolia)
20,cocoa (Theobroma cacao),peach (Prunus persica),wheat (Triticum aestivum)
21,common bean (Phaseolus vulgaris),pear (Pyrus communis),zucchini (Cucurbita pepo)
22,Animal Species,,
23,cattle (Bos taurus),fish (Salmo salar),poultry (Gallus gallus domesticus)
24,egg (Gallus gallus domesticus),milk (Bos taurus),swine (Sus scrofa domestica)
