,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Cultivar,TPCgGAE/g fw,TPCgGAE/g fw,,FRAPy(molTE/g fw),FRAPy(molTE/g fw),,TMACg cy-3-glu/g fw,TMACg cy-3-glu/g fw,,Vitamin C content (g/100 mg),Vitamin C content (g/100 mg),Vitamin C content (g/100 mg)
1,,Mich.,Ore.,Mean,Mich.,Ore.,Mean,Mich.,Ore.,Mean,Mich.,Ore.,Mean
2,Draper,1645,1949,1797,61.6,56.0,58.8,151.8,268.3,210.0,17.1,18.9,18.0
3,Draper,1438,2054,1746,53.8,35.5,44.7,128.4,175.7,152.1,16.1,16.3,16.2
4,Duke,2404,3011,2708,57.5,38.1,47.8,210.0,182.6,196.3,13.6,24.7,19.1
5,Elliott,1944,4095,3020,83.3,57.7,70.5,284.1,335.1,309.6,24.0,20.8,22.4
6,Legacy,1610,3388,2499,64.8,63.0,58.8,68.4,180.1,124.3,21.4,23.7,22.6
7,Liberty,2795,3355,3075,64.8,52.6,58.7,230.4,253.4,241.9,18.7,20.1,19.4
8,Reka,1559,1700,1629,54.1,23.3,38.7,70.7,127.8,99.2,11.7,21.2,16.5
9,Mean,2793,1914,2353,46.6,61.4,54.0,217.6,163.4,190.5,20.8,17.5,19.2
10,LSD5%W,142,315,165,4.6,5.4,3.4,15.1,29.3,15.8,3.5,5.9,3.3
