,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food group,Product group,Samples (n),Ge,,,,,Ba,,,,
1,,,,Mean,Mina,Maxb,P95c,>LOQ(%),Mean,Mina,Maxb.,P95c,>LOQ (%)
2,Cereals and cereal products,Pastries,18,0.003,0.002,0.004,0.003,6,0.455,0.677,0.908,0.788,100
3,,Bread and rusk,14,0.002,0.002,0.003,0.003,0,0.911,0.677,1.790,1.556,100
4,,Breakfast cereals,6,0.003,0.002,0.005,0.004,33,2.847,0.424,12.700,10.363,100
5,, Rice and semolina,4,0.002,0.002,0.004,0.004,25,0.460,0.090,0.606,0.766,100
6,, Rice and semolina,5,0.002,0.002,0.003,0.003,0,0.460,0.090,0.783,0.766,80
7,,Viennese bread and buns,6,0.003,0.002,0.003,0.003,0,0.629,0.475,0.907,0.883,100
8,,Biscuits,24,0.003,0.002,0.005,0.005,21,0.413,0.211,1.130,1.033,100
9,,Total,77,0.003,0.002,0.005,0.004,12,0.729,0.090,12.700,1.190,100
10,Cooked dishes and snacks,Cooked dishes,68,0.003,0.002,0.010,0.007,19,0.432,0.125,4.320,0.702,100
11,,Sandwiches,30,0.003,0.002,0.006,0.005,20,0.382,0.090,0.546,0.533,100
12,,Desserts,28,0.003,0.002,0.012,0.009,25,0.404,0.328,0.516,0.692,89
13,,"Pizzas, quiches and salted cakes",4,0.003,0.002,0.003,0.003,20,0.404,0.328,0.516,0.501,100
14,,Total,130,0.002,0.002,0.012,0.006,20,0.385,0.090,4.320,0.662,98
15,Dairy products,Milk,38,0.002,0.002,0.004,0.003,3,0.109,0.045,0.205,0.159,50
16,,Ultra fresh dairy products,16,0.002,0.002,0.004,0.003,3,0.109,0.045,0.205,0.169,57
17,,Cheese,145,0.002,0.002,0.005,0.005,19,0.450,0.045,0.668,0.652,100
18,,Total,145,0.002,0.002,0.005,0.003,5,0.083,0.045,0.190,0.466,60
19,Drinks,Alcoholic drinks,10,0.002,0.002,0.003,0.003,27,0.083,0.045,0.190,0.148,73
20,,Coffee,30,0.002,0.002,0.006,0.005,27,0.121,0.045,0.286,0.183,73
21,,Hot drinks,31,0.003,0.002,0.004,0.004,22,0.074,0.045,0.183,0.425,58
22,,Water,46,0.003,0.002,0.018,0.005,22,0.074,0.045,0.183,0.132,11
23,,Soft drinks,26,0.003,0.002,0.023,0.004,8,0.135,0.045,0.304,0.287,62
24,,Total,143,0.002,0.002,0.023,0.005,17,0.126,0.045,0.433,0.348,43
25,Eggs and egg products,Eggs and egg products,30,0.002,0.002,0.005,0.003,17,0.824,0.804,0.843,0.468,100
26,Tofu,Tofu,2,0.002,0.002,0.003,0.003,,0.824,0.804,0.843,0.841,100
27,Fat and oil,Butter,4,0.009,0.002,0.039,0.031,33,0.174,0.045,0.315,0.294,83
28,,Margarine,4,0.003,0.002,0.004,0.004,0,0.133,0.096,0.205,0.193,100
29,,Oil,10,0.004,0.002,0.039,0.007,15,0.139,0.045,0.315,0.235,70
30,Fish and fish products,Fish,46,0.003,0.002,0.007,0.006,30,0.326,0.045,0.945,0.267,43
31,,Shellfish,37,0.004,0.002,0.008,0.007,62,0.221,0.045,0.945,0.677,73
32,,Total,83,0.004,0.002,0.008,0.007,45,0.221,0.045,0.945,0.614,57
33,Fruits and vegetables,Nuts and oilseeds,4,0.003,0.002,0.005,0.005,25,0.221,0.578,3.120,3.009,100
34,,Fruits,75,0.002,0.002,0.007,0.004,17,0.221,0.045,1.400,0.860,71
35,,Potato-based products,48,0.002,0.002,0.005,0.004,17,0.115,0.045,0.235,0.188,67
36,,Vegetables,269,0.002,0.002,0.008,0.003,6,0.279,0.045,2.300,0.885,74
37,,Compotes and stewed fruits,8,0.002,0.002,0.003,0.003,17,1.137,0.759,0.407,1.518,100
38,,Dried vegetables,422,0.002,0.002,0.005,0.004,17,0.299,0.045,1.790,1.080,100
39,,Total,2,0.002,0.002,0.008,0.004,9,0.299,0.045,3.120,1.080,100
40,Ice cream,Ice cream,2,0.002,0.002,0.003,0.003,0,0.621,0.542,0.700,0.692,100
41,Meats and offal,Delicatessen,79,0.003,0.002,0.020,0.008,46,0.092,0.045,0.303,0.189,48
42,,Meat,16,0.003,0.002,0.015,0.008,26,0.092,0.045,0.303,0.189,21
43,,Offal,16,0.005,0.002,0.011,0.010,75,0.070,0.045,0.090,0.090,0
44,,Poultry,38,0.003,0.002,0.011,0.007,16,0.082,0.045,0.445,0.132,16
45,"Salt, spices, soup and sauces",Total,22,0.004,0.002,0.020,0.010,35,0.093,0.045,0.445,0.189,29
46,"Salt, spices, soup and sauces",Soups,22,0.002,0.002,0.003,0.003,17,0.205,0.090,0.367,0.352,86
47,,Condiments and sauces,12,0.002,0.002,0.006,0.005,17,0.368,0.191,0.809,0.685,100
48,,Chocolate,34,0.006,0.002,0.022,0.016,30,2.003,0.090,5.100,4.686,91
49,"Sweeteners, honey and confectionery",Chocolate,10,0.006,0.002,0.022,0.016,30,2.003,0.721,5.100,4.686,100
50,,Sugar and sugar-based products,18,0.005,0.002,0.022,0.011,28,1.248,0.045,5.100,4.318,88
