,0,1,2,3
0,Peak no.,Compound,r.t.(min),maxnm
1,1,Protocatechuic acid,18.46,259.4;293.5
2,2,p-Hydroxybenzoic acid,26.07,255.3
3,3,Catechin,31.76,279.1
4,4,Chlorogenic acid,33.61,291.0;319.4
5,5,Vanillic acid,35.19,262.5;291.0
6,6,Epicatechin,41.21,279.1
7,7,trans-p-Coumaric acid,45.95,310.2
8,8,Eryodictiol-7-O-glucoside,55.10,284.0
9,9,Quercetin-3-O-rutinoside,56.04,255.3;354.2
10,10,Quercetin-3-O-galactoside,56.61,255.6;354.1
11,11,Quercetin-3-O-glucoside,57.67,255.7;354.0
12,12,Kaempferol-3-O-rutinoside,62.84,265.1;346.9
13,13,Naringenin-7-O-glucoside,64.09,284.0
14,14,Isorhamnetin-3-O-rutinoside,64.58,254.5:355.2
15,15,Kaempferol-3-0-glucoside,65.26,265.1;346.9
16,16,Isorhamnetin-3-O-glucoside,66.36,254.5;354.0
17,17,Eryodictiol,80.01,287.5
18,18,Quercetin,85.78,255.2;369.0
19,19,Naringenin,99.82,289.4
20,20,Kaempferol,101.23,265.1;364.5
21,21,Isorhamnetin,102.96,254.5;368
