,0,1,2,3,4,5,6,7
0,Compound,U,Compound,U,Compound,U,Compound,U
1,Acrinathrin,25%,Difenoconazole,30%,Furatiocarb,30%,Pirimicarb,23%
2,Aldrin,32%,Diflufenican,20%,Heptachlor,24%,Pirimiphos methyl,24%
3,Atrazine,33%,Disulfoton,19%,Heptachlor epoxide,29%,Procymidone,22%
4,Azinphos ethyl,31%,Ehoprophos,26%,Heptenophos,32%,Propiconazole,23%
5,Azoxystrobin,34%,Endosulfan I,29%,Hexaconazole,25%,Propoxur,38%
6,Benalaxyl,27%,Endosulfan II,21%,Iprodione,29%,Prothiofos,30%
7,Benfluralin,25%,Endosulfan III,30%,Isocarbophos,23%,Pyprazophos,34%
8,Bifenthrin,25%,Endrin,22%,Isofenphos,22%,Pyridaben,24%
9,Bitertanol,27%,EPN,29%,Isofenphos methyl,21%,Pyrimethanil,24%
10,Bromopropylate,23%,Esfenvalerate,21%,Kresoxim methyl,29%,Pyriproxyfen,27%
11,Bupirimate,26%,Ethiofencarb,33%,Lindane,23%,Quinalphos,32%
12,Buprofezin,29%,Ethion,22%,Malathion,35%,Simazine,24%
13,Carbaryl,33%,Etofenprox,30%,Mecarbam,20%,Sulfotep,21%
14,Carbophenothion,25%,Etridiazole,25%,Metalaxyl,32%,Tau-fluvalinate,27%
15,Chinomethionat,32%,Etrimfos,31%,Metribuzin,24%,Tebuconazole,21%
16,Chlorfenapyr,30%,Famoxadone,25%,Mevinphos,29%,Terbuthylazine,24%
17,Chlorfenvinphos,20%,Fenamiphos,30%,Myclobutanil,24%,Tetraconazole,21%
18,Chloropropham,33%,Fenarimol,26%,Nuarimol,25%,Tetradifon,25%
19,Chlorothalonil,29%,Fenbuconazole,23%,"o,p'-DDD",20%,Tetramethrin,21%
20,Chlorpyrifos,22%,Fenitrothion,30%,"0,p'-DDE",18%,Thiometon,29%
21,Chlorpyrifos methyl,35%,Fenpropathrin,21%,"o,p'-DDT",18%,Tolclofos methyl,18%
22,Chlortal dimethyl,27%,Fenpropimorph,27%,O-phenylphenol,29%,Triadimefon,29%
23,Cyalothrin lambda,26%,Fenthion,25%,Oxadixyl,20%,Triadimenol,23%
24,Cypermethrin,46%,Fenvalerate,26%,Oxyfluorfen,23%,Trichlorfon,24%
25,Cypropconazole,35%,Fipronil,26%,Paclobutrazol,24%,Trifloxystrobin,32%
26,Deltamethrin,35%,Fluazifop butyl,21%,Parathion,25%,Triflumizole,29%
27,Diazinon,37%,Flucythrinate,27%,Parathion methyl,34%,Trifluralin,29%
28,Dichlorvos,37%,Fludioxonil,27%,Penconazole,23%,Vinclozolin,28%
29,Dicloran,23%,Flusilazole,18%,Pendimethalin,18%,,
30,Dicofol,26%,Flutolanil,24%,Permethrin,27%,,
31,Dieldrin,25%,Furalaxyl,21%,Phenthoate,19%,,
