,0,1,2,3,4,5
0,,Diets,,,,
1,,Spanish average consumption,Spanish guidelines,Mediterranean,Lacto-ovo-vegetarian,Vegan
2,Macronutrients,,,,,
3,Energy kj (kcal in paretheses),4268 (1020),4736 (1132),4728 (1130),5439 (1300),6109 (1460)
4,Total proteins (g),70.7,76.9,63.5,87.6,58.7
5,Saturated fat (g),10.3,5.6,5.5,5.1,4.1
6,Sugars (g),56.6,61.2,73.0,48.2,56.8
7,Dietary fiber (g),21.8,30.1,30.8,34.3,46.1
8,Minerals,,,,,
9,Sodium (mg),1920,2092,2180,1180,1290
10,Potassium (mg),2300,2720,2830,3040,3750
11,Calcium (mg),332,394,390,402,426
12,Magnesium (mg),230,256,255,321,390
13,Iron (mg),8.7,9.6,9.2,12.0,16.1
14,Vitamins,,,,,
15,Vitamin A (mcg),975,2016,2120,1300,1220
16,Vitamin E (mg),11.2,8.6,9.0,10.6,11.7
17,Vitamin C (mg),116.7,174,198,132,140
