,0,1,2,3,4,5,6,7,8
0,,,,Soaked,,,Cooked,,
1,,,Total raw,Total soaked,Soluble,Dialyzed,Total cooked,Soluble,Dialyzed
2,LENTIL,,,,,,,,
3,Brand 1,Batch 1,424  23,182  10,113  9,44  4,1578,90  0,30  2
4,,Batch 2,459  12,195  5.2,113.63  5,45 3,313  20,57  0,29  1
5,,Batch 3,469  46,220  22,120.64  3,554,154  20,520,30  2
6,Brand 2,Batch 1,479  29,227  14,115 15,16 1,170  9,93  1,16  3
7,,Batch 2,469  36,242  19,98  22,225,165  8,54  17,14  2
8,,Batch 3,455  26,192  11,50  8,16  2,215  31,64  9,20  2
9,Brand 3,Batch 1,422  58,204  28,67  7,64  7,269  14,100  12,24  2
10,,Batch 2,387  44,183  21,61  1,68  5,257  15,51  32,26  5
11,,Batch 3,490  15,205  6,73  6,54  2,274  12,57  14,27  2
12,Average value,,450  33,206  21,90  27,43  20,219  60,69  20,24  6
13,CHICKPEA,,,,,,,,
14,Brand 1,Batch 1,814  71,363  32,153  7.7,63  3.1,242  20,73  6.6,52  5.5
15,,Batch 2,575  46,241  19,135  2.7,21  1.0,274  55,125  2.3,46  3.0
16,,Batch 3,735  56,340  26,158  8.9,37  4.7,291  39,62  10,29  6.6
17,Brand 2,Batch 1,675  83,335  42,166  0,33  4,277  24,118  11,24  2
18,,Batch 2,797  71,397  35,187  41,39  6,378  18,78  2,23  3
19,,Batch 3,857  150,340  59,95 1,28  5,303  13,73  8,20  2
20,Brand 3,Batch 1,955  159,452  75,125  37,31  8,301  14,123  5,24  2
21,,Batch 2,970  93,453  44,132  23,35  5,302  18,1465,22  4
22,,Batch 3,1080 141,450  59,125  4,34  5,304  22,83  7,22  3
23,Average value,,828  157,375 71,142  27,36  11,297  37,98  30,29  11
24,BEAN,,,,,,,,
25,Brand 1,Batch 1,947  113,421  50,129  2,32  3,333  12,82  4,28  3
26,,Batch 2,881  67,454  35,106  10,38  4,273  29,68  5,33  2
27,,Batch 3,1162  285,564  138,75  21,47  4,219  27,22  5,22  1
28,Brand 2,Batch 1,985  101,469  61,133  19,62  3,313  5,76  17,32  2
29,,Batch 2,947  131,483  128,12  6,49  3,342  16,75  7,29  5
30,,Batch 3,960  89,460  45,121  8,61 5,295  16,85  7,33  10
31,Brand 3,Batch 1,945  82,464  40,135  35,70  7,370  20,85  11,24  1
32,,Batch 2,963  165,434  74,126  14,66  5,338  17,79  1.7,21  2
33,,Batch 3,1005  264,487  128,141  8,67  5,322  48,56  15,23  3
34,Average value,,977  77,471  41,121  20,55  14,312  45,70  20,27  5
