,0,1,2
0,Yeasts,Category,Vinification characteristics
1,EC1118,Saccharomyces cerevisiae,white wine
2,7,Saccharomyces cerevisiae,white wine
3,3,Saccharomyces cerevisiae,white wine
4,SYRAH,Saccharomyces cerevisiae,red wine
5,M2,Saccharomyces cerevisiae,both for white and red
6,MT,Saccharomyces cerevisiae,red wine
7,2226,Saccharomyces cerevisiae,red wine
8,RA17,Saccharomyces cerevisiae,red wine
9,KD,Saccharomyces cerevisiae,both for white and red
10,D47,Saccharomyces cerevisiae,white wine
11,DV10,Saccharomyces cerevisiae,both for white and red
12,CSM,Saccharomyces cerevisiae,red wine
13,2323,Saccharomyces cerevisiae,red wine
14,UV43,Saccharomyces cerevisiae,both for white and red
15,D80,Saccharomyces cerevisiae,red wine
16,Clos,Saccharomyces cerevisiae,red wine
17,FC9,Saccharomyces cerevisiae,both for white and red
18,71B,Saccharomyces cerevisiae,red wine
19,OKAY,Saccharomyces cerevisiae,red wine
20,IOAYS,Saccharomyces cerevisiae,red wine
21,QA23,Saccharomyces cerevisiae,white wine
22,BDX,Saccharomyces cerevisiae,red wine
23,CM,Saccharomyces cerevisiae,both for white and red
