,0,1,2,3,4,5,6,7,8,9,10
0,,,Triterpenoids (mg/100 g dm),Triterpenoids (mg/100 g dm),,,,,,,
1,,,Maslinic acid,Pomolic acid,Corosolic acid,Betulinic acid,,Oleanolic acid,Ursolic acid,Betulin,
2,,"R,(min)",5.946,6.087,6.359,8.781,,11.248,13.591,14.185,
3,,Amaxnm,200,194,200,205,205,212,214,204,
4,MS [M-H],Exact mass,471.3553,471.3553,471.3553,455.3603,,455.3603,455.3603,441.3811,
5,m/z,Accurate mass,471.3001,471.3012,471.3005,455.2998,,455.2988,455.2988,441.3098,Total
6,Mass error (ppm),,-117.1,-114.8,116.3,-132.9,,-135.1,-135.1,-161.5,
7,No.,Fractions and,C3oH4gO4,C3oH4gO4,C3oH4gO4,C3oH4gO3,,C3oH4gO3,C3oH4gO3,C3oH5oO2,
8,,cultivars,,,C3oH4gO4,,,C3oH4gO3,C3oH4gO3,,
9,Skins,,,,,,,,,,
10,1,Bot.-Ljubitel.,7.88  0.54 e,34.17  1.64,10.52  0.75,0.370.05 p-,,1.64  0.12 o-,4.70  0.44 g,12.38  1.55,73.02  3.26
11,,,,d,cd,r,r,q,,bc,ab
12,2,Golden Rain,3.340.52k-,16.461.48,10.630.71,0.420.03o-,,3.97 0.39 e-,7.060.45,17.08 1.70,60.49 3.05
13,,,n,f-h,bc,,a,h,d,a,de
14,,Luczistaja,6.41  0.55 fg,31.40  1.53,11.00 0.73,0.42  0.03o-,,2.79  0.20,5.62  0.40,11.31  1.63,70.41  3.82
15,,,,d,ab,q,q,mn,ef,c,be
16,4,Maryja,4.98  0.51 g-,21.79  1.47,6.61 0.56 jk,0.85  0.04 ij,,7.21 0.31 c,6.89  0.47d,12.75 1.40,62.75  3.01
17,,,i,e,,,,,,bc,cd
18,5,Podarok Sadu,2.20  0.59,2.70  1.18 n-,7.91 0.61 hi,0.60  0.03,,3.05  0.27,8.45  0.49,13.30  1.58,39.74  2.45
19,,,no,p,,mn,mn,Im,bc,b,f
20,6,Prozrocznaja,7.120.50ef,31.37  1.52,8.39 0.75,0.41 0.02 o-,,2.630.18n,7.910.52 c,16.99  1.82,76.38  3.23
21,,,,d,gh,q,q,,,a,a
22,,Tatiana,4.14  0.58 i-,12.23  1.47,7.89  0.62 hi,1.55  0.08 f,,11.81 0.14,4.54  0.45 g,9.11 1.43 d,53.03  2.87
23,,,k,i-k,,,,a,,,e
24,Flesh,,,,,,,,,,
25,1,Bot.-Ljubitel.,9.80  0.93,42.60  1.71,9.31  0.64 fg,0.53  0.05,,0.52  0.14 y,0.37 0.141,0.72  0.19 f,65.05  3.57
26,,,cd,bc,,no,no,,,,cd
27,2,Golden Rain,10.06 0.88,40.581.78 c,8.56  0.68,0.700.04k-,,1.850.26o,0.510.09,0.63 0.10 f,63.75  3.45
28,,,cd,,gh,m,m,,kl,,cd
29,3,Luczistaja,10.93 0.87,44.621.60,10.000.61,0.82  0.07 i-,,1.580.22o-,0.380.081,0.780.14f,70.053.81
30,,,c,b,ef,k,k,,,,bc
31,4,Maryja,14.61  0.93,41.50  1.67,11.89  0.65,1.13  0.14 g,,4.61  0.31 d,0.50  0.05,0.840.16 ef,76.23  3.86
32,,,a,bc,a,,,,kl,,a
33,5,Podarok Sadu,10.08  0.99,42.95  1.73,9.94 0.62 ef,0.61  0.09,,0.76  0.15,0.46  0.05,0.72  0.10 f,66.54  3.07
34,,,cd,bc,,mn,mn,w-y,kl,,cd
35,6,Prozrocznaja,12.59  0.87,49.11  1.74,10.22  0.70,0.910.06 hi,,0.72  0.15,0.41 0.041,1.11  0.23 f,75.90  3.65
36,,Prozrocznaja,b,,de,,,xy,,,a
37,,,b,a,,,,,,,a
38,7,Tatiana,9.35  0.86 d,40.171.51c,7.96  0.67 hi,1.41 0.08 f,,8.50 0.38 b,0.61 0.09,0.38 0.05 f,69.76  3.48
39,Endocarp,,,,,,,,,,be
40,1,Bot.-Ljubitel.,2.56  0.22 L-,10.20 1.26,3.98  0.37,0.15 0.05 t,,0.58 0.10,4.31  0.36,0.170.12 f,22.46  2.04
41,,,0,kl,no,,,xy,gh,,mn
42,2,Golden Rain,5.19  0.35 g-,20.63  2.27,4.99  0.23,0.29  0.08 r-,,1.12 0.21 s-,0.83  0.13,0.43  0.25 f,33.97  2.43
43,,,,e,Im,,t,u,i-1,,f
44,3,Luczistaja,5.52  0.36,19.921.47,6.60 0.38 jk,0.29  0.05 r-,,1.040.17u-,0.71  0.15,0.39  0.23 f,34.92  2.56
45,,,gh,ef,,t,t,W,j-1,,f.
