,0,1,2,3,4,5,6,7,8,9,10
0,Scientific,Local name,Source,Color of,Raw or,n,,,-carotene -carotene -carotene REd,,RAEC
1,namea,,,raw flesh,cookedb,,,,equivalents,,
2,Mt,Uht en yap,Pohnpei,Orange,Baked,4 6360,4 6360,1472,7096,1183,591
3,,(2nd analysisf,,,,,,,,,
4,Mt,Uht en yap,Pohnpei,Orange,Baked,4 5860,4 5860,946,6333,1056,528
5,,(1st analysis),,,,,,,,,
6,Ms,Usr wac,Kosrae,Orange,Boiled,5 2082,5 2082,677,2421,404,202
7,Ms,Uht ipali,Pohnpei,Orange,Boiled,2 1181,2 1181,546,1454,242,121
8,Mt,Uht karat,Pohnpei,Yellow-,Steamed,5,918,296,1066,178,89
9,,,,orange,,,,,,,
10,Mt,Uht karat,Pohnpei,Yellow-,Raw,5,578,226,691,115,58
11,,,,orange,,,,,,,
12,Ms,Usr wac es,Kosrae,Yellow-,Steamed,3,686,345,859,143,72
13,,sieg,,orange,,,,,,,
14,Ms,Usr wac es,Kosrae,Yellow-,Raw,3,309,258,438,73,37
15,,sieg,,orange,,,,,,,
16,Ms,Usr taiwang,Kosrae,Yellow,Raw,3,662,383,854,142,72
17,,(wild),,,,,,,,,
18,Ms,Usr taiwang,Kosrae,Yellow,Raw,3,571,364,753,126,63
19,,(common),,,,,,,,,
20,Ms,Usr kuriag,Kosrae,Yellow,Steamed,3,653,478,892,149,74
21,Ms,Usr kuria,Kosrae,Yellow,Raw,3,218,165,301,50,25
22,Ms,Usr macao,Kosrae,Yellow-,Boiled,3,589,377,778,130,65
23,,,,orange,,,,,,,
24,Ms,Uht akatan,Pohnpei,Yellow,Steamed,4,515,515,773,129,64
25,Ms,Uht akatan,Pohnpei,Yellow,Raw,3,227,171,313,52,26
26,Ms,Usr in veir,Kosrae,Yellow,Raw,3,421,214,528,88,44
27,Ms,Usr in yeir,Kosrae,Yellow,Boiled,3,360,198,459,77,38
28,Ms,Uht en,Pohnpei,Yellow,Raw,3,310,210,415,69,35
29,,kerinisg,,,,,,,,,
30,Ms,Marech,Chuuk,Yellow,Raw,1,189,86,232,39,19
31,Ms,Usr fijiluht,Fiji,White,Raw,16,56,42,77,13,6
32,,en fijth,,,,,,,,,
