,0,1,2
0,Substance,Maximum tolerable amount,
1,,Co (II),Mn (II)
2,Al(III),10.0mgL-1,2.0 mgL-1
3,Br-1,10.0gL-1,50.0gL-1
4,CaII,10.0gL-1,10.0gL-1
5,Cd (II,1.0mgL-1,5.0 mgL-1
6,CI1,10.0gL-1,20.0gL-1
7,Co(II,,5.0 mgL-1
8,Cr(VI),10.0mgL-1,10.0 mgL-1
9,Cu II,10.0mgL-1,10.0 mgL-1
10,FeIII,5.0mgL-1,5.0mgL-1
11,K(1),10.0gL-1,10.0gL-1
12,MgII,3.0gL-1,10.0gL-1
13,MnII,5.0 mgL-1,
14,NaI,10.0gL-1,10.0gL-1
15,Ni (II),5.0 mgL-1,10.0 mgL-1
16,NO-1,20.0gL-1,10.0gL-1
17,PbII,1.0mgL-1,5.0 mgL-1
18,SO4-I1),50.0gL-1,50.0gL-1
19,Zn (II),10.0mgL-1,10.0 mgL-1
