,0,1,2,3,4,5,6,7
0,Sample code,Processing location,Specification,Protein content,,,Days to expirationb (days),
1,,,,Totala,-Casein A2,-Casein A1,,
2,,,,(mg/mL),varianta (mg/mL),varianta (mg/mL),,
3,PM 1,South BrisbaneQLD,Full cream milk,36,n.a,n.a,,
4,PM 2,"South Brisbane, QLD",full cream milk,32,n.a,n.a,,5
5,PM 3,"Wagga Wagga, NSW",full cream milk,34,n.a,n.a,,4
6,PM 4,"Harvey,WA",Full cream milk,33,n.a,n.a,12,12
7,PM 5,"Margaret River,WA",Full cream milk,33,n.a,n.a,,9
8,PM 6,"Northcliffe, WA",Full cream milk,32,n.a,n.a,,8
9,PM 7,PerthWA,Reduced fat milk,31,10,n.a,13,13
10,PM 8,"Perth, WA",Reduced fat milk,33,n.a,n.a,,2
11,PM 9,"South Brisbane, QLD",Full cream milk,36,n.a,n.a,,3
12,PM 10,"Manning Valley,NSW",Full cream milk,31,n.a,n.a,,4
13,PM 11,"Penrith, NSW",Full cream milk,34,7,4,,4
14,PM 12,DocklandsVic,Full cream milk,34,10,n.a,,4
15,PM 13,"Riverina, NSW",Reduced fat milk,31,10,n.a,,7
16,PM 14,"Perth, WA",Reduced fat milk,31,10,n.a,12,12
