,0,1,2,3,4,5,6
0,,DPPH(mmol TE kg-1 FW),,,ABTS+ (mmol TE kg-1FW),,
1,Rootstock genotype,year I,year II,variation %,year I,year II,variation %
2,Bitters,2.68 c,1.70 ab,36.45,2.16 fg,1.38 a,36.17
3,C35,2.37 d,1.81 a,23.72,2.25 f,1.32 a,-41.43
4,Carpenter,1.62 f,1.69 ab,4.08,2.59 e,1.36 a,47.33
5,Carrizo,1.46 g,1.64 ab,26.69,2.08 gh,1.39 a,-33.12
6,Citrumelo,1.46 g,1.47 b,0.84,1.94 h,1.35 a,-30.44
7,F6P12,2.20 e,1.66 ab,24.58,2.87 d,1.40 a,-51.34
8,F6P13,3.48 b,1.76 ab,-49.48,3.46 c,1.37 a,60.32
9,Furr,3.59 a,1.60 ab,-55.48,3.83 b,1.12 a,70.67
10,Troyer,2.10 e,1.79 ab,14.93,4.27 a,1.30 a,69.48
11,mean,2.23  1.04,1.68  0.10,34.24  20.24,2.83  0.84,1.33  0.08,48.92  15.18
12,ANOVA-factors,p value,,,,,
13,rootstock, 0.0001,,, 0.0001,,
14,year,< 0.0001,,,<0.0001,,
15,rootstock*year,<0.0001,,,<0.0001,,
