,0,1,2,3,4,5,6,7,8,9
0,No. of samples in training set,No. of samples in training set,,,Classifiers,,,,,
1,ZD958H,,ND616H,,KNN,,SVM,,RF,
2,Haploid,Diploid,Haploid,Diploid,Acc.a,Acc.b,Acc.a,Acc.b,Acc.a,Acc.b
3,75c,75c,75c,75c,79 %,79 %,83%,83%,80%,80%
4,575,575,575,575,83%,84%,85 %,85 %,82 %,84 %
5,1075,1075,1075,1075,85 %,86 %,86 %,88%,85%,87%
6,1575,1575,1575,1575,86 %,87 %,90 %,92 %,85%,88%
7,2075,2075,2075,2075,86 %,89 %,93 %,96 %,86%,90 %
8,2575,2575,2575,2575,86 %,89 %,93 %,96 %,86%,90 %
9,3075,3075,3075,3075,86 %,89 %,93 %,96%,86%,90 %
