,0,1,2,3,4,5,6,7,8,9,10
0,,Ecuador(n=19,,,,Thailand(n=,15,,,,
1,Element,Unprocessed,sd,Processed,sd,Unprocessed,,sd,Processed,sd,p value
2,Al (0.4),88.5,77,105,82,50.1,,62,3.80,6.3,0.0070
3,As (0.05),1.54,1.6,1.54,1.4,4.51,,2.1,3.80,1.9,0.3420
4,Ba (0.4),1.58,1.6,1.98,2.1,0.589,,0.73,0.267,0.31,0.1250
5,Ca (10),3020,1200,3020,1300,2710,,500,1250,580,<0.0001
6,Ce (0.004),0.070,0.065,0.107,0.10,0.148,,0.20,0.0090,0.016,0.0110
7,Co (0.01),0.052,0.034,0.067,0.047,0.047,,0.029,0.012,0.007,0.0001
8,Cr (0.05),0.132,0.10,0.161,0.11,0.129,,0.093,0.052,0.020,0.0040
9,Cs (0.05),0.016,0.007,0.017,0.005,0.093,,0.089,0.058,0.062,0.2140
10,Cu (0.02),30.0,4.3,31.3,7.3,22.6,,7.9,12.6,3.7,0.0001
11,Fe (0.4),86.0,74,105,84,94.2,,110,7.84,6.9,0.0070
12,K (10),"14,500",1000,"14,900",1500,"14,400",,1600,"11,600",1500,<0.0001
13,Li (0.002),0.115,0.079,0.116,0.069,0.090,,0.066,0.031,0.012,0.0020
14,Mg2,1660,190,1680,160,1730,,200,1490,90,0.0001
15,Mn (0.02),2.36,1.6,3.18,2.6,3.64,,2.7,1.03,0.59,0.0010
16,Mo (0.01),0.036,0.010,0.040,0.016,0.049,,0.031,0.022,0.006,0.0030
17,Na (10),6729,1600,6960,1300,5590,,600,"20,500",2600,< 0.0001
18,Nd (0.0004),0.037,0.033,0.056,0.049,0.061,,0.081,0.0030,0.005,0.0100
19,Ni (0.02),0.108,0.073,0.132,0.82,0.063,,0.042,0.018,0.013,0.0004
20,Rb (0.005),3.49,0.87,3.54,0.82,4.64,,1.4,3.58,1.1,0.0250
21,Se (0.05),1.17,0.28,1.19,0.28,1.26,,0.16,1.28,0.17,0.7740
22,Sr (0.004),31.6,14,31.6,14,23.2,,5.0,10.7,8.3,<0.0001
23,Y (0.001),0.032,0.028,0.049,0.044,0.033,,0.044,0.0020,0.002,0.0090
24,Zn (0.4),52.8,2.8,53.6,3.0,56.3,,4.9,50.7,3.8,0.0020
