,0,1,2,3
0,,,,FAO/WHO(1973)
1,,Inti,Line 2150,reference protein
2,Aspartic acid,9.8,10.3,
3,Threonine,3.5,3.6,4.0
4,Serine,5.1,5.3,
5,Glutamic acid,22.8,23.8,
6,Proline,3.8,3.7,5.0
7,Glycine,3.9,3.7,
8,Alanine,3.3,3.4,
9,Valine,3.7,3.4,
10,Cystinea,1.6,1.7,
11,Methionineb,0.8,0.8,
12,Total sulphur-containing amino acids,2.4,2.5,3.5c
13,Isoleucine,3.9,3.6,4.0
14,Leucine,6.8,6.9,7.0
15,Tyrosine,4.6,,
16,Phenylalanine,3.8,,
17,Total aromatic amino acids,8.4,e,6.0d
18,Lysine,5.2,5.3,5.5
19,Tryptophane,0.8,e,1.0
20,Histidine,3.2,e,
21,Arginine,9.1,9.3,
22,NII3,2.5,2.5,
23,Total,98.3,87.3,
