,0,1,2,3,4,5,6,7,8,9
0,Storage,Genotype,H,,,,E,,,
1,,code,,,,,,,,
2,,,30 days,60 days,120 days,180 days,30 days,60 days,120 days,180 days
3,Amb.,An1,6.010.44 e,9.490.14 f,4.65 0.23 c,6.54 0.78 d,11.58 0.40 h,14.490.08 e,9.710.08 cd,13.68 0.83 e
4,,An2,0.580.54 a,1.280.18 a,2.65 0.15 b,1.670.53 ab,7.411.34 a,11.300.70c,8.82  0.82 c,9.701.42 b
5,,An3,6.38  0.28 e,8.460.36 ef,3.850.14 c,2.13 0.44 b,10.000.44 c,12.130.50,6.910.23 b,7.270.69 a
6,,An4,1.900.32 b,6.111.84 c,1.700.50 ab,0.45  0.36 a,9.620.33 c,11.720.10 c,9.131.38 c,10.870.53 bc
7,,An5,4.60 0.24 d,7.570.63 cde,2.540.39 b,5.72 0.40 cd,11.33 0.27 d,13.591.07 d,10.65 0.41 d,12.560.27 d
8,,An6,3.660.24 c,6.59  0.20 cd,1.470.85 ab,4.29 1.34 c,10.300.25 ,13.060.45 d,8.111.26 bc,11.190.27c
9,,An7,0.820.12 a,3.390.24 b,0.740.25 a,0.800.71 a,6.45 0.26 a,9.58  0.27 b,4.490.17 a,7.370.43 a
10,,Cristina,6.470.17 e,7.84 0.29 de,3.93 0.46 c,5.31 0.44 cd,8.540.16 b,9.14  0.29 b,7.03 0.12 b,7.810.46a
11,,Romina,4.33 0.28 d,6.92 0.14 cde,2.221.00 b,5.190.04 cd,9.310.30 bc,11.870.04 c,8.91 0.65 c,10.270.20 bc
12,,Syria,0.340.05 a,2.060.90 a,12.58  0.08 d,12.43 0.49 e,6.830.12 a,7.620.79 a,14.880.10 e,15.56 0.08 f
13,p value,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14,Refrig.,An1,1.560.06 bc,0.540.16 a,8.27 0.41 cd,7.83  3.91 cde,2.58 0.68 ns,5.790.90 bcd,17.17  0.24 de,19.140.16 f
15,,An2,1.900.14,2.490.03 d,6.66 0.09 ,4.801.13 bcd,4.290.95 ns,7.371.09 d,14.140.13 c,14.74 0.87 d
16,,An3,1.62 0.33 bc,1.80 0.14 c,9.35 1.43 d,10.101.60 e,1.740.44 ns,4.92 0.47 bc,13.791.27 c,13.64 0.51 cd
17,,An4,2.44 0.04 d,3.04 0.08 e,6.84  0.56 c,6.16 1.34 bede,3.260.33 ns,6.75  0.87 c,9.700.81 b,12.45  2.27 c
18,,An5,2.54 0.07 d,2.51 0.14 d,8.10 0.67 cd,8.57 0.76 de,3.33  0.17 ns,7.160.45 c,13.94 0.27,14.64 0.03 d
19,,An6,1.670.20 bc,1.52 0.07 c,8.09 1.23 cd,9.54  0.91 e,3.05  0.34 ns,5.94 0.47 bc,18.19 1.32 e,16.95  0.25 e
20,,An7,0.930.32 a,1.010.19 b,4.21 1.24 b,4.49 0.52 bc,2.48  1.25 ns,1.320.45 a,12.76  0.87 c,14.090.18 cd
21,,Cristina,1.820.21 c,0.250.22 a,4.84 0.32 b,5.97 3.27 bcde,1.890.21 ns,4.160.24 b,7.86 0.14 a,8.85 0.76 a
22,,Romina,1.990.32 c,1.770.39 c,8.40 0.06 cd,9.472.54 e,3.28 2.01 ns,5.060.31 bcd,16.260.40,16.530.32 e
23,,Syria,1.220.06 ab,1.550.09,2.500.50 a,3.000.12 a,1.80 0.09 ns,4.770.25 bc,10.32 0.92 b,10.710.11 b
24,p value,,0.0000,0.0000,0.0000,0.0000,0.1875,0.0000,0.0000,0.0009
