,0,1,2,3
0,Cheese variety,Cholesterol/Fat (mg/g),Cholesterol /energy (mg/1000 kcal),Fat/protein
1,Feta,2.87 (0.40)a,223 (28.0),1.52 (0.15)
2,n=6,2.46-3.46b,187-257,1.29-1.68
3,Telemes,2.47 (0.41),193 (27.8),1.54 (0.07)
4,n=3,2.022.80,161-211,1.48-1.62
5,Anthotyros (fresh),3.48 (0.45),283 (30.9),1.44 (0.25)
6,n=3,3.00-3.89,247-301,1.15-1.61
7,Myzithra (fresh),2.56 (0.31),194 (10.6),1.32 (0.40)
8,n=3,2.362.92,183-204,0.93-1.72
9,Manouri,1.97 (0.24),196 (21.2),6.77 (0.16)
10,n=2,1.80-2.15,181-211,6.65-6.88
11,Kasseri,3.27 (0.51),230 (29.9),1.16 (0.12)
12,n=3,2.693.57,196-251,1.03-1.28
13,Graviera,3.03 (0.07),231 (6.4),1.42 (0.19)
14,n=2,2.98-3.07,226-235,1.28-1.55
15,Kefalograviera,2.45 (0.32),191 (17.9),1.39 (0.13)
16,n=3,2.08-2.67,170-202,1.26-1.53
17,Metsovone,2.37,179,1.27
18,n=1,,,
19,Ladotiri,2.51,193,1.44
20,n=1,,,
21,Kefalotiri,2.95 (0.43),218 (18.2),1.27 (0.20)
22,n=4,2.46-3.51,197-240,1.01-1.49
