,0,1,2,3,4,5,6
0,,Raw,Roasted,Grilled,Stewed,RMSE,
1,n,30,10,10,10,,
2,C10:0,0.23,0.26,0.25,0.17,0.130,ns
3,C12:0,0.50,0.62,0.49,0.34,0.375,ns
4,C14:0,4.85,5.19,4.86,3.56,2.328,ns
5,C14:1,0.18,0.19,0.19,0.15,0.070,ns
6,C15:0,0.74 a,0.77 a,0.71 a,0.58 b,0.277,***
7,C15:1,0.10 a,0.02 b,0.03 b,0.04 b,0.151,***
8,C16:0,24.03 a,24.39 a,23.87 a,20.36 b,6.224,***
9,C16:1 n-9,2.65 a,2.57 a,2.71a,2.27 b,0.662,
10,C17:0,2.04,2.06,1.81,1.75,0.558,ns
11,C17:1,1.08,1.10,0.97,0.96,0.259,ns
12,C18:0,13.40,12.91,12.58,11.38,3.229,ns
13,C18:1 n-9,34.89 b,34.48 b,36.27 ab,38.30 a,5.917,*
14,C18:1 n-11,1.35,1.39,1.31,1.45,0.195,ns
15,tC18:2 n-6,0.06,0.06,0.06,0.05,0.010,ns
16,C18:2 n-6,5.04 b,5.30 b,5.25 b,11.05 a,9.869,***
17,C20:0,0.11 b,0.11 b,0.14 a,0.15 a,0.071,***
18,C18:3 n-6,0.06,0.06,0.05,0.05,0.010,ns
19,C20:1 n-11,0.14,0.14,0.15,0.15,0.032,ns
20,C18:3 n-3,0.50,0.47,0.58,0.42,0.205,ns
21,Total CLA,0.66 a,0.62 ab,0.65 a,0.51 b,0.230,*
22,C20:2 n-6,0.05,0.05,0.05,0.04,0.010,ns
23,C22:0,0.14 b,0.14 b,0.14 b,0.20 a,0.100,ns
24,C20:2 n-3,0.02,0.02,0.02,0.02,0.005,ns
25,C20:3 n-6,0.10,0.09,0.08,0.07,0.045,ns
26,C22:1 n-9,0.01,0.01,0.01,0.01,0.003,ns
27,C20:3 n-3,0.06,0.05,0.06,0.06,0.010,ns
28,C20:4 n-6,0.91,0.86,0.77,0.74,0.305,ns
29,C20:5 n-3,0.09,0.08,0.09,0.06,0.055,ns
30,C22:6 n-3,0.09,0.09,0.09,0.07,0.045,ns
31,% SFA,46.04 a,46.47 a,44.83 a,38.49 b,12.524,*
32,% MUFA,40.41 b,39.91 b,41.64 ab,43.32 a,5.164,
33,%PUFA,7.63 b,7.76 b,7.76 b,13.14 a,9.102,***
34,% n-6,6.21 b,6.42 b,6.27 b,12.00 a,9.566,***
35,%n-3,0.76,0.72,0.83,0.62,0.281,ns
36,n-6/n-3,9.03 b,9.47 b,8.64 b,20.88 a,19.767,ns
37,PUFA/SFA,0.17 b,0.17 b,0.17 b,0.35 a,0.298,
38,ATT,0.22,0.21,0.23,0.19,0.063,ns
39,11,2.09 b,2.02 b,2.11 b,2.53 a,0.753,***
40,AI,0.62 a,0.65 a,0.60 a,0.43 b,0.322,***
41,TI,7.94 a,7.86 a,7.33 a,4.71 b,5.238,***
